n.ev.         2 0.5748646     0.8612318    -0.9157495      3.770848    
   0.10000  -0.10000   9.97722 235.00000
   0.10000   0.10000   9.95780 235.00000
   0.30000  -0.10000  10.04609 235.00000
   0.30000   0.10000  10.01318 235.00000
   0.50000  -0.10000   9.99654 235.00000
   0.50000   0.10000   9.72278 235.00000
   0.70000  -0.10000   9.95559 235.00000
   0.70000   0.10000  10.09399 235.00000
   0.90000  -0.10000  10.09104 235.00000
   0.90000   0.10000  10.16798 235.00000
   1.10000  -0.10000  10.07615 235.00000
   1.10000   0.10000   9.96585 235.00000
   1.30000  -0.10000  10.01981 235.00000
   1.30000   0.10000  10.11791 235.00000
   1.50000  -0.10000   9.95952 235.00000
   1.50000   0.10000  10.18828 235.00000
   1.70000  -0.10000   9.97824 235.00000
   1.70000   0.10000  10.24317 235.00000
   1.90000  -0.10000   9.71736 235.00000
   1.90000   0.10000  10.02168 235.00000
   2.10000  -0.10000  10.01270 235.00000
   2.10000   0.10000   9.96613 235.00000
   2.30000  -0.10000  10.12599 235.00000
   2.30000   0.10000   9.88592 235.00000
   2.50000  -0.10000   9.72016 235.00000
   2.50000   0.10000   9.77750 235.00000
   2.70000  -0.10000   9.88307 235.00000
   2.70000   0.10000   9.97928 235.00000
   2.90000  -0.10000   9.96734 235.00000
   2.90000   0.10000   9.95305 235.00000
   3.10000  -0.10000   9.86660 235.00000
   3.10000   0.10000   9.84885 235.00000
   3.30000  -0.10000  10.07558 235.00000
   3.30000   0.10000  10.16059 235.00000
   3.50000  -0.30000  10.07123   4.00000
   3.50000  -0.10000   9.77678 245.00000
   3.50000   0.10000  10.03608 252.00000
   3.50000   0.30000  10.00272   4.00000
   3.70000  -0.30000   9.80871  11.00000
   3.70000  -0.10000  10.00220 374.00000
   3.70000   0.10000   9.77637 460.00000
   3.70000   0.30000  10.17910  62.00000
   3.70000   0.50000   9.85382   1.00000
   3.90000  -0.30000   9.77813  16.00000
   3.90000  -0.10000  10.23822 448.00000
   3.90000   0.10000   9.95243 863.00000
   3.90000   0.30000   9.98990 287.00000
   3.90000   0.50000   9.76211  40.00000
   3.90000   0.70000   9.49104   1.00000
   4.10000  -0.30000  10.07496   2.00000
   4.10000  -0.10000   9.92287 331.00000
   4.10000   0.10000   9.80728 722.00000
   4.10000   0.30000   9.91135 658.00000
   4.10000   0.50000   9.68735 205.00000
   4.10000   0.70000   9.55343  14.00000
   4.30000  -0.10000  10.01254 249.00000
   4.30000   0.10000   9.96047 427.00000
   4.30000   0.30000  10.03549 616.00000
   4.30000   0.50000   9.62817 505.00000
   4.30000   0.70000   9.61165  92.00000
   4.30000   0.90000   9.16811   2.00000
   4.50000  -0.10000   9.91582 235.00000
   4.50000   0.10000  10.09655 269.00000
   4.50000   0.30000   9.60438 305.00000
   4.50000   0.50000   9.59057 683.00000
   4.50000   0.70000   9.34743 379.00000
   4.50000   0.90000   9.39351  38.00000
   4.70000  -0.10000  10.20367 235.00000
   4.70000   0.10000  10.01159 236.00000
   4.70000   0.30000   9.31298  54.00000
   4.70000   0.50000   9.38661 411.00000
   4.70000   0.70000   9.60677 617.00000
   4.70000   0.90000   9.06436 199.00000
   4.70000   1.10000   9.26184  25.00000
   4.90000  -0.10000   9.73453 235.00000
   4.90000   0.10000   9.99041 235.00000
   4.90000   0.30000   9.14258   1.00000
   4.90000   0.50000   9.20028 130.00000
   4.90000   0.70000   9.26230 519.00000
   4.90000   0.90000   9.37462 504.00000
   4.90000   1.10000   9.03628  95.00000
   4.90000   1.30000   8.99414   5.00000
   5.10000  -0.10000  10.14784 235.00000
   5.10000   0.10000   9.84310 235.00000
   5.10000   0.50000   9.24069  14.00000
   5.10000   0.70000   9.23319 229.00000
   5.10000   0.90000   9.14809 621.00000
   5.10000   1.10000   8.99150 369.00000
   5.10000   1.30000   8.96969  54.00000
   5.10000   1.50000   8.54544   2.00000
   5.30000  -0.10000   9.97984 235.00000
   5.30000   0.10000   9.84799 235.00000
   5.30000   0.50000   8.92747   1.00000
   5.30000   0.70000   8.86359  30.00000
   5.30000   0.90000   8.93478 324.00000
   5.30000   1.10000   8.82867 605.00000
   5.30000   1.30000   8.46167 225.00000
   5.30000   1.50000   8.51921  26.00000
   5.50000  -0.10000   9.88073 235.00000
   5.50000   0.10000   9.93046 235.00000
   5.50000   0.70000   8.83189   2.00000
   5.50000   0.90000   8.90336  59.00000
   5.50000   1.10000   8.76137 398.00000
   5.50000   1.30000   8.38801 443.00000
   5.50000   1.50000   8.41626 108.00000
   5.50000   1.70000   8.17308   4.00000
   5.70000  -0.10000   9.89375 235.00000
   5.70000   0.10000  10.20611 235.00000
   5.70000   0.90000   8.48675   9.00000
   5.70000   1.10000   8.62018 109.00000
   5.70000   1.30000   8.48354 472.00000
   5.70000   1.50000   8.33190 351.00000
   5.70000   1.70000   8.22448  37.00000
   5.70000   1.90000   7.86979   1.00000
   5.90000  -0.10000   9.98601 235.00000
   5.90000   0.10000  10.08883 235.00000
   5.90000   1.10000   8.27750  15.00000
   5.90000   1.30000   8.35942 188.00000
   5.90000   1.50000   8.34276 457.00000
   5.90000   1.70000   8.03450 201.00000
   5.90000   1.90000   7.97231  12.00000
   6.10000  -0.10000   9.73207 235.00000
   6.10000   0.10000   9.80479 235.00000
   6.10000   1.10000   8.03102   1.00000
   6.10000   1.30000   8.29292  29.00000
   6.10000   1.50000   8.11262 267.00000
   6.10000   1.70000   8.09541 392.00000
   6.10000   1.90000   7.97179 103.00000
   6.10000   2.10000   7.87372   8.00000
   6.30000  -0.10000   9.85325 235.00000
   6.30000   0.10000  10.02309 235.00000
   6.30000   1.30000   7.92573   4.00000
   6.30000   1.50000   8.09262  63.00000
   6.30000   1.70000   7.93316 308.00000
   6.30000   1.90000   8.16547 284.00000
   6.30000   2.10000   7.76964  47.00000
   6.50000  -0.10000   9.95428 235.00000
   6.50000   0.10000  10.17758 235.00000
   6.50000   1.50000   7.96336   4.00000
   6.50000   1.70000   7.91307 112.00000
   6.50000   1.90000   7.90513 332.00000
   6.50000   2.10000   7.64035 163.00000
   6.50000   2.30000   7.57333  12.00000
   6.70000  -0.10000  10.07679 235.00000
   6.70000   0.10000   9.81591 235.00000
   6.70000   1.70000   7.70209  13.00000
   6.70000   1.90000   7.77496 156.00000
   6.70000   2.10000   7.41881 256.00000
   6.70000   2.30000   7.42340  79.00000
   6.70000   2.50000   7.07045   3.00000
   6.90000  -0.10000   9.83888 235.00000
   6.90000   0.10000  10.07696 235.00000
   6.90000   1.90000   7.44093  23.00000
   6.90000   2.10000   7.35786 181.00000
   6.90000   2.30000   7.21899 175.00000
   6.90000   2.50000   7.20502  27.00000
   7.10000  -0.10000  10.06772 235.00000
   7.10000   0.10000   9.93221 235.00000
   7.10000   2.10000   7.38050  33.00000
   7.10000   2.30000   7.11819 169.00000
   7.10000   2.50000   7.00042 112.00000
   7.10000   2.70000   6.92030  10.00000
   7.30000  -0.10000  10.07670 235.00000
   7.30000   0.10000  10.06553 235.00000
   7.30000   2.10000   7.16137   8.00000
   7.30000   2.30000   6.96151  52.00000
   7.30000   2.50000   6.91017 118.00000
   7.30000   2.70000   6.75858  42.00000
   7.50000  -0.10000  10.20635 235.00000
   7.50000   0.10000  10.17676 235.00000
   7.50000   2.30000   6.79747   3.00000
   7.50000   2.50000   6.90892  63.00000
   7.50000   2.70000   6.75749 170.00000
   7.50000   2.90000   6.56961  77.00000
   7.50000   3.10000   6.41299   2.00000
   7.70000  -0.10000   9.88584 235.00000
   7.70000   0.10000  10.07936 235.00000
   7.70000   2.50000   6.83476  17.00000
   7.70000   2.70000   6.66608 394.00000
   7.70000   2.90000   6.67988 488.00000
   7.70000   3.10000   6.50150  69.00000
   7.90000  -0.10000   9.91396 235.00000
   7.90000   0.10000   9.93027 235.00000
   7.90000   2.50000   6.35783   8.00000
   7.90000   2.70000   6.47487 223.00000
   7.90000   2.90000   6.59782 683.00000
   7.90000   3.10000   6.31861 207.00000
   8.10000  -0.10000   9.84292 235.00000
   8.10000   0.10000   9.78694 235.00000
   8.10000   2.70000   6.20123  20.00000
   8.10000   2.90000   6.23425 130.00000
   8.10000   3.10000   6.17948  62.00000
   8.30000  -0.10000  10.06196 235.00000
   8.30000   0.10000   9.85100 235.00000
   8.30000   2.70000   6.36584   1.00000
   8.30000   2.90000   6.06296   1.00000
   8.30000   3.10000   6.16799   1.00000
   8.50000  -0.10000   9.81802 235.00000
   8.50000   0.10000   9.94063 235.00000
   8.70000  -0.10000   9.96856 235.00000
   8.70000   0.10000  10.01021 235.00000
   8.90000  -0.10000   9.93489 235.00000
   8.90000   0.10000  10.01384 235.00000
   9.10000  -0.10000   9.96931 235.00000
   9.10000   0.10000  10.05779 235.00000
   9.30000  -0.10000  10.18494 235.00000
   9.30000   0.10000  10.12924 235.00000
   9.50000  -0.10000   9.89134 235.00000
   9.50000   0.10000  10.05558 235.00000
   9.70000  -0.10000  10.17896 235.00000
   9.70000   0.10000  10.21431 235.00000
   9.90000  -0.10000  10.04463 235.00000
   9.90000   0.10000  10.08219 235.00000
  10.10000  -0.10000  10.06126 235.00000
  10.10000   0.10000  10.00931 235.00000
  10.30000  -0.10000  10.17823 235.00000
  10.30000   0.10000   9.92304 235.00000
  10.50000  -0.10000  10.06615 235.00000
  10.50000   0.10000  10.05404 235.00000
  10.70000  -0.10000   9.99245 235.00000
  10.70000   0.10000   9.89888 235.00000
  10.90000  -0.10000   9.91735 235.00000
  10.90000   0.10000  10.05901 235.00000
  11.10000  -0.10000  10.13419 235.00000
  11.10000   0.10000  10.01787 235.00000
  11.30000  -0.10000   9.88727 235.00000
  11.30000   0.10000  10.02534 235.00000
  11.50000  -0.10000   9.77152 235.00000
