#Event n.0
470268 8.83038
470269 21.8067
470270 64.2451
470271 64.2451
470281 10.0149
470310 17.0415
470311 17.0415
470312 50.667
470313 32.8178
470314 17.0415
470315 17.0415
470316 17.0415
470317 49.5632
470318 38.0137
470321 7.02661
470322 7.02661
470323 7.02661
470324 45.4711
470325 45.4711
470326 45.4711
470327 7.02661
470328 7.02661
470329 29.6948
470330 45.4711
470331 29.6948
470332 45.4711
470333 17.0415
470334 50.667
470335 7.02661
470336 10.0149
470339 17.0415
470340 17.0415
470345 27.3257
470346 49.1324
470347 30.314
470348 45.4711
470349 45.4711
470350 38.0137
470351 30.9871
470352 48.0286
470353 45.4711
470354 45.4711
470355 17.0415
470357 30.9871
470358 38.4444
470362 25.9796
470363 7.43044
470364 115.441
470365 11.011
470366 51.8758
470367 5
470368 1.97479
470371 5.92437
470374 30.0179
470375 49.1324
470376 37.1253
470377 37.6906
470378 14.3224
470379 30.9871
470380 39.4675
470381 45.4711
470382 25.7912
470383 41.002
470384 25.7912
470387 1.97479
470394 21.8067
470395 9.15344
470396 45.4711
470397 45.4711
470398 7.02661
470399 19.6799
470400 29.6948
470401 45.4711
470402 38.4444
470409 19.6799
470410 41.002
470411 10.0149
470412 45.4711
470413 10.0149
470415 45.4711
470416 19.6799
470417 35.4561
470425 7.02661
470426 7.02661
470427 29.6948
470428 7.02661
470448 3.94958
470449 3.94958
470450 1.97479
470452 7.02661
470454 60.6819
470455 35.4561
470456 35.4561
470457 35.4561
470458 22.8028
470459 10.0149
470460 25.7912
470463 10.0149
470464 10.0149
470465 10.0149
470466 50.667
470467 60.6819
470468 50.667
470469 25.7912
470470 10.0149
470471 32.8178
470472 32.8178
470473 32.8178
470474 45.4711
470475 60.6819
470476 32.8178
470477 32.8178
470478 3.94958
470479 3.94958
470480 3.94958
470481 5.92437
470482 5.92437
470483 5.92437
470484 5.92437
470486 1.97479
470492 3.94958
470493 1.97479
470494 3.94958
470501 3.94958
470502 3.94958
470503 1.97479
470504 32.8178
470505 13.9645
470506 34.7926
470507 13.9645
470508 15.9393
470509 13.9645
470510 13.9645
470511 13.9645
470512 20.9911
470513 3.94958
470514 3.94958
470515 3.94958
470522 13.9645
470523 10.0149
470524 10.0149
470527 10.0149
470528 10.0149
470529 10.0149
470530 10.0149
470531 13.9645
470532 13.9645
470534 11.9897
470535 10.0149
470536 10.0149
470537 13.9645
470538 5.92437
470539 1.97479
470540 1.97479
470541 1.97479
470542 3.94958
470543 5.92437
470544 5.92437
470545 5.92437
470546 5.92437
470547 3.94958
470548 3.94958
470549 5.92437
470550 3.94958
470551 5.92437
470584 14.6281
470585 1.97479
470586 93.1497
470609 50.667
470610 22.8028
470611 60.6819
470612 50.667
470613 22.8028
470614 22.8028
470615 15.7762
470626 34.7926
470627 32.8178
470628 22.9659
470629 36.7673
470630 32.8178
470631 36.7673
470632 50.667
470633 17.0415
470634 17.0415
470635 17.0415
470636 17.0415
470637 17.0415
470638 17.0415
470639 34.7926
470640 54.6166
470641 54.6166
470642 52.6418
470643 34.7926
470644 32.8178
470645 36.7673
470646 54.6166
470647 50.667
470648 61.7952
470649 36.7673
470650 36.7673
470651 34.7926
470654 36.3984
470655 54.4899
470656 7.67274
470657 9.18036
470658 82.9194
470659 80.4446
470660 90.6923
470661 49.8604
470662 62.2703
470663 53.1169
470664 75.3332
470665 90.6923
470666 63.8856
470667 63.1318
470668 202.183
470669 81.681
470670 67.0624
470671 22.6413
470672 74.0082
470673 19.5991
470675 177.011
470676 127.103
470677 133.833
470681 12.6533
470682 21.8067
470683 59.8204
470684 47.1671
470685 50.667
470686 52.6418
470687 61.7952
470688 61.1222
470689 88.8153
470690 63.77
470691 62.2703
470692 62.2703
470693 44.0442
470694 44.0442
470695 64.2451
470731 10.0149
470732 10.0149
470733 10.0149
470734 10.0149
470844 17.0415
470845 10.0149
470846 17.0415
470847 17.0415
470848 17.0415
470849 17.0415
470850 17.0415
470851 32.8178
470852 32.8178
470853 50.667
470854 50.667
470855 32.8178
470856 32.8178
470857 32.8178
470858 17.0415
470859 17.0415
470860 17.0415
470861 17.0415
470862 17.0415
470863 17.0415
470864 17.0415
470865 17.0415
470866 17.0415
470867 17.0415
470868 17.0415
470869 17.0415
470870 53.1169
470871 50.667
470872 49.5632
470873 49.5632
470874 53.1169
470875 53.1169
470876 53.1169
470877 8.83038
470878 36.1561
470884 7.02661
470885 7.02661
470886 7.02661
470889 7.02661
470890 7.02661
470891 7.02661
470892 7.02661
470893 7.02661
470894 42.5366
470896 45.4711
470897 45.4711
470898 45.4711
470899 29.6948
470900 29.6948
470901 45.4711
470902 45.4711
470903 45.4711
470904 45.4711
470905 7.02661
470906 7.02661
470907 29.6948
470908 7.02661
470909 7.02661
470910 7.02661
470911 7.02661
470912 7.02661
470913 29.6948
470914 45.4711
470915 45.4711
470916 45.4711
470917 29.6948
470918 29.6948
470919 45.4711
470920 45.4711
470921 45.4711
470922 45.4711
470923 45.4711
470924 29.6948
470925 29.6948
470926 17.0415
470927 32.8178
470928 17.0415
470929 29.6948
470930 29.6948
470931 50.667
470932 32.8178
470933 50.667
470934 50.667
470935 50.667
470936 7.02661
470937 7.02661
470938 7.02661
470939 7.02661
470940 7.02661
470941 7.02661
470942 32.8178
470943 7.02661
470944 10.0149
470945 10.0149
470946 10.0149
470947 17.0415
470948 17.0415
470954 7.02661
470955 17.0415
470956 17.0415
470957 17.0415
470958 17.0415
470959 17.0415
470960 17.0415
470961 17.0415
470962 17.0415
470963 17.0415
470964 10.0149
470965 17.0415
470977 8.83038
470978 21.0529
470979 21.0529
470980 15.1032
470981 15.1032
470982 30.314
470983 21.0529
470984 48.8094
470985 27.3257
470986 30.314
470987 52.1208
470988 30.314
470991 21.0529
470992 45.4711
470993 45.4711
470994 32.8178
470995 32.8178
470996 45.4711
470997 45.4711
470998 45.4711
470999 38.0137
471000 38.0137
471001 48.0286
471002 30.314
471003 30.314
471004 30.9871
471005 30.9871
471006 41.002
471007 48.0286
471008 45.4711
471009 45.4711
471010 45.4711
471011 38.4444
471012 45.4711
471013 45.4711
471014 45.4711
471015 45.4711
471016 32.8178
471017 32.8178
471018 17.0415
471019 17.0415
471020 17.0415
471021 32.8178
471022 48.0286
471024 7.02661
471028 38.0137
471029 38.0137
471030 30.314
471031 30.314
471032 30.314
471033 38.0137
471034 7.02661
471036 35.4561
471037 10.0149
471045 37.054
471051 7.43044
471052 25.9796
471053 39.4406
471054 153.024
471055 118.111
471056 74.7758
471057 57.9897
471058 41.002
471059 53.6601
471060 3.10084
471062 5.39496
471063 71.0199
471065 35.4292
471069 4.26891
471070 1.97479
471071 1.97479
471072 1.97479
471073 1.97479
471074 1.97479
471075 1.97479
471076 5.92437
471077 3.94958
471078 3.94958
471079 3.94958
471086 2.70588
471088 2.70588
471089 5
471093 24.9027
471094 15.6955
471095 29.5064
471096 74.3852
471097 57.9628
471098 37.1253
471099 52.1208
471100 49.1324
471101 57.9628
471102 34.0293
471103 28.2949
471104 66.7124
471105 25.0373
471106 21.9952
471107 21.9952
471108 21.9952
471109 11.011
471111 37.6906
471112 39.2252
471113 38.0675
471114 30.9871
471115 39.4675
471116 41.002
471117 30.9871
471118 30.9871
471119 30.9871
471120 39.4675
471121 38.4444
471122 25.7912
471123 45.4711
471124 45.4711
471125 38.4444
471126 38.4444
471127 38.4444
471128 30.9871
471129 41.002
471131 25.7912
471132 38.4444
471133 41.002
471134 41.002
471135 41.002
471136 10.0149
471137 41.002
471138 41.002
471139 41.002
471141 1.97479
471145 1.97479
471146 3.94958
471156 3.94958
471157 3.94958
471161 1.97479
471163 1.97479
471168 14.3224
471171 34.0293
471172 21.8067
471173 52.1208
471174 52.1208
471175 9.15344
471177 9.15344
471178 9.15344
471179 9.15344
471181 9.15344
471182 9.15344
471183 9.15344
471184 45.4711
471185 45.4711
471186 29.6948
471187 45.4711
471188 45.4711
471189 45.4711
471190 45.4711
471191 19.6799
471192 19.6799
471193 19.6799
471194 7.02661
471195 7.02661
471196 7.02661
471197 19.6799
471198 19.6799
471199 45.4711
471200 38.4444
471201 38.4444
471202 45.4711
471203 45.4711
471204 38.4444
471205 38.4444
471206 25.7912
471207 45.4711
471208 45.4711
471209 45.4711
471232 19.6799
471236 10.0149
471237 10.0149
471238 25.7912
471239 10.0149
471240 10.0149
471243 38.4444
471244 38.4444
471245 25.7912
471246 35.4561
471247 45.4711
471248 25.7912
471249 10.0149
471256 10.0149
471257 10.0149
471258 25.7912
471259 45.4711
471260 38.4444
471261 38.4444
471262 38.4444
471263 19.6799
471264 35.4561
471265 7.02661
471266 7.02661
471267 19.6799
471268 45.4711
471269 35.4561
471270 19.6799
471271 19.6799
471272 35.4561
471273 45.4711
471274 35.4561
471275 19.6799
471285 7.02661
471286 7.02661
471302 7.02661
471303 7.02661
471304 7.02661
471305 7.02661
471306 7.02661
471307 7.02661
471308 7.02661
471309 29.6948
471310 29.6948
471311 45.4711
471312 29.6948
471313 29.6948
471314 7.02661
471315 7.02661
471317 7.02661
471318 7.02661
471319 7.02661
471321 7.02661
471322 7.02661
471323 7.02661
471357 7.02661
471408 1.97479
471409 41.3805
471411 41.6751
471414 10.0149
471415 5.92437
471416 12.6533
471418 13.103
471419 30.314
471422 46.0903
471423 28.4295
471425 3.94958
471427 50.667
471429 1.97479
471430 35.4561
471432 3.94958
471433 10.0149
471434 45.4711
471435 38.7421
471436 37.4309
471442 18.5777
471445 15.3592
471448 38.0137
471451 21.0529
471456 12.6533
471457 28.4295
471458 48.8094
471459 55.2437
471460 15.7762
471461 15.7762
471463 30.9871
471464 12.6533
471465 39.4675
471468 5.92437
471469 1.97479
471478 25.7912
471480 7.02661
471481 45.4711
471485 50.667
471490 3.94958
471493 45.4711
471494 19.6799
471495 12.6533
471496 19.6799
471498 1.97479
471499 10.0149
471500 3.94958
471501 5.92437
471502 3.94958
471503 5.92437
471504 3.94958
471505 35.4561
471506 35.4561
471507 12.6533
471508 11.9897
471509 5.92437
471510 38.7421
471511 41.3805
471512 41.3805
471513 41.3805
471514 35.4561
471515 25.7912
471516 10.0149
471529 121.983
471536 12.6533
471538 32.3791
471539 32.3791
471540 14.6281
471541 3.94958
471545 1.97479
471546 11.4476
471547 1.97479
471548 22.5067
471549 145.975
471555 3.94958
471556 1.97479
471560 12.951
471561 5.92437
471562 41.3805
471563 53.953
471564 38.0137
471565 30.9871
471566 30.314
471570 27.3257
471571 27.3257
471572 12.2225
471574 46.0903
471588 7.43044
471591 28.4295
471592 30.4043
471593 3.94958
471594 14.6281
471595 28.4295
471596 28.4295
471597 28.4295
471598 23.4759
471599 11.1282
471600 74.0082
471601 63.1318
471602 66.0125
471603 51.69
471604 55.2437
471608 43.6404
471609 43.6404
471610 15.7762
471612 15.7762
471614 28.4295
471616 43.6404
471617 35.4561
471618 30.9871
471619 38.0137
471620 28.4295
471621 28.4295
471622 49.1324
471623 39.4675
471624 53.763
471625 37.1253
471626 21.8067
471628 9.15344
471636 30.9871
471637 30.9871
471640 3.94958
471641 74.0716
471643 25.0373
471644 78.7244
471645 47.1201
471646 5.92437
471649 1.97479
471655 7.67274
471658 1.97479
471659 5.92437
471667 7.89916
471668 3.94958
471672 3.94958
471673 1.97479
471679 28.4295
471680 25.7912
471681 15.7762
471684 7.02661
471685 19.6799
471686 35.4561
471689 35.4561
471690 25.7912
471695 3.94958
471697 25.7912
471698 10.0149
471701 42.5366
471702 36.1561
471706 43.6404
471707 30.9871
471708 15.7762
471709 28.4295
471710 50.667
471714 7.02661
471719 22.2375
471720 22.8028
471729 10.0149
471730 1.97479
471731 3.94958
471732 3.94958
471740 35.4561
471741 19.6799
471742 25.7912
471743 45.4711
471744 35.4561
471745 35.4561
471746 35.4561
471750 19.6799
471751 35.4561
471752 12.6533
471753 12.6533
471754 12.6533
471757 12.6533
471758 12.6533
471760 10.0149
471761 1.97479
471765 10.0149
471766 5.92437
471767 3.94958
471768 1.97479
471769 3.94958
471770 3.94958
471771 3.94958
471772 5.92437
471773 1.97479
471774 3.94958
471775 1.97479
471776 5.92437
471777 5.92437
471778 5.92437
471779 5.92437
471780 5.92437
471781 5.92437
471782 1.97479
471783 1.97479
471784 3.94958
471785 12.6533
471786 35.4561
471787 12.6533
471788 35.4561
471789 35.4561
471790 35.4561
471791 35.4561
471792 35.4561
471793 28.4295
471794 34.7926
471795 36.7673
471796 47.4458
471797 5.92437
471798 5.92437
471799 15.9393
471800 38.7421
471801 53.953
471802 40.7169
471803 37.4309
471804 41.3805
471805 39.4057
471806 51.3954
471807 53.3702
471808 41.3805
471809 41.3805
471810 41.3805
471811 41.3805
471812 37.4309
471813 37.4309
471814 51.3954
471815 35.4561
471816 35.4561
471817 35.4561
471818 35.4561
471819 45.4711
471820 32.8178
471821 45.4711
471822 25.7912
471823 10.0149
471824 10.0149
471825 32.8178
471826 10.0149
471827 10.0149
471828 11.9897
471829 1.97479
471830 32.8178
471831 45.4711
471832 25.7912
471866 25.3066
471867 27.7295
471871 26.7429
471873 131.46
471907 12.6533
471908 12.6533
471909 28.4295
471910 12.6533
471911 12.6533
471912 12.6533
471914 32.3791
471915 32.3791
471916 34.3539
471917 34.3539
471918 32.3791
471919 32.3791
471920 16.6029
471924 14.6281
471925 16.6029
471926 12.6533
471928 3.94958
471929 1.97479
471930 12.6533
471931 12.6533
471932 14.6281
471941 1.97479
471943 1.97479
471944 11.1282
471945 1.97479
471946 1.97479
471947 28.7815
471948 7.78151
471949 9.18036
471950 132.24
471951 34.8148
471952 79.2359
471953 107.499
471954 121.256
471955 120.045
471970 1.97479
471972 1.97479
471973 1.97479
471977 1.97479
471979 1.97479
471980 1.97479
471984 3.94958
471985 3.94958
471986 5.92437
471987 5.92437
471988 1.97479
471989 1.97479
472001 1.97479
472003 5.92437
472004 5.92437
472005 43.9381
472006 12.951
472007 5.92437
472008 3.94958
472009 1.97479
472010 51.3954
472011 38.7421
472012 39.4057
472013 43.3553
472014 28.7272
472015 24.7776
472016 51.9782
472018 30.314
472020 38.0137
472021 38.0137
472022 30.9871
472023 30.314
472024 30.314
472025 30.314
472026 41.9633
472027 43.9381
472028 41.9633
472039 12.2225
472041 15.1032
472042 15.1032
472043 27.3257
472044 21.0529
472045 21.0529
472046 21.0529
472050 8.83038
472051 39.2252
472052 14.3224
472053 43.8288
472054 30.0179
472055 25.9796
472058 8.83038
472064 1.97479
472066 5.92437
472067 1.97479
472073 30.314
472109 7.43044
472110 19.5991
472111 33.4101
472125 34.3539
472126 39.4057
472127 32.3791
472128 32.3791
472129 30.4043
472130 30.4043
472131 30.4043
472132 16.6029
472133 18.5777
472134 3.94958
472135 3.94958
472136 14.6281
472137 14.6281
472138 14.6281
472139 28.4295
472140 28.4295
472141 28.4295
472142 28.4295
472143 28.4295
472144 28.4295
472145 28.4295
472146 28.4295
472147 28.4295
472148 28.4295
472149 28.4295
472150 28.4295
472151 9.15344
472152 11.1282
472153 41.1292
472154 25.77
472155 9.15344
472156 9.15344
472157 9.15344
472158 76.9158
472159 26.9757
472160 51.3669
472161 74.0082
472162 67.0624
472163 53.2515
472164 63.1318
472165 67.4662
472166 67.4662
472167 55.2437
472168 78.6657
472169 64.3433
472170 51.69
472171 67.4662
472172 46.0903
472173 55.2437
472174 78.6657
472175 36.1292
472176 78.6657
472180 15.7762
472181 15.7762
472186 28.4295
472187 28.4295
472188 15.7762
472189 43.6404
472190 43.6404
472191 43.6404
472192 28.4295
472193 28.4295
472194 15.7762
472198 15.7762
472199 15.7762
472205 15.7762
472206 15.7762
472207 28.4295
472208 12.6533
472209 28.4295
472210 15.7762
472211 15.7762
472212 3.94958
472213 12.6533
472214 3.94958
472217 28.4295
472218 43.6404
472219 43.6404
472220 43.6404
472221 43.6404
472222 28.4295
472223 12.6533
472224 43.6404
472225 39.4057
472226 22.8028
472227 37.4309
472228 30.4043
472229 28.4295
472230 38.0137
472231 38.0137
472232 30.314
472233 30.9871
472234 38.0137
472235 30.9871
472236 30.9871
472237 28.4295
472238 28.4295
472239 15.7762
472240 15.7762
472241 28.4295
472242 28.4295
472243 28.4295
472244 28.4295
472245 22.8028
472246 15.7762
472247 36.9099
472248 39.4675
472249 42.8596
472250 49.1324
472251 36.9099
472252 36.9099
472253 39.4675
472254 39.2252
472255 37.1253
472256 37.6906
472257 46.0903
472258 30.3948
472259 30.3948
472260 16.0724
472261 21.8067
472262 21.8067
472263 9.15344
472264 21.8067
472265 9.15344
472266 21.8067
472267 21.8067
472269 9.15344
472270 49.1324
472271 42.8596
472272 21.8067
472299 28.4295
472300 30.9871
472301 15.7762
472304 30.9871
472305 30.9871
472306 30.314
472307 39.4675
472308 39.4675
472311 9.15344
472312 9.15344
472315 30.9871
472316 30.9871
472317 10.0149
472319 3.94958
472320 3.94958
472323 49.4824
472324 8.30143
472326 37.0176
472328 67.4393
472329 37.4753
472330 51.017
472331 65.6355
472332 32.0101
472333 25.0373
472334 18.5492
472335 12.7535
472336 5
472338 1.97479
472339 5.92437
472340 1.97479
472341 4.26891
472342 5.92437
472343 1.97479
472344 95.9152
472345 144.702
472346 79.6054
472351 3.94958
472354 1.97479
472373 62.5126
472374 21.9952
472375 21.9952
472376 32.7101
472385 1.97479
472386 5.92437
472388 3.94958
472389 5.92437
472390 5.92437
472391 5.92437
472393 7.67274
472421 5.92437
472422 3.94958
472423 1.97479
472424 3.94958
472425 7.89916
472426 3.94958
472427 1.97479
472437 1.97479
472438 3.94958
472439 3.94958
472440 3.94958
472441 3.94958
472442 3.94958
472443 3.94958
472444 3.94958
472445 1.97479
472446 1.97479
472447 5.92437
472449 3.94958
472450 3.94958
472467 15.7762
472472 25.7912
472473 25.7912
472474 25.7912
472475 28.4295
472476 28.4295
472477 38.4444
472478 25.7912
472479 25.7912
472491 35.4561
472492 35.4561
472493 50.667
472494 7.02661
472495 7.02661
472496 7.02661
472497 35.4561
472498 35.4561
472499 35.4561
472502 7.02661
472507 35.4561
472508 45.4711
472509 45.4711
472510 19.6799
472511 35.4561
472512 45.4711
472513 25.7912
472514 35.4561
472515 7.02661
472516 19.6799
472527 10.0149
472532 3.94958
472533 5.92437
472534 3.94958
472535 1.97479
472544 25.7912
472545 10.0149
472546 38.4444
472547 38.4444
472548 25.7912
472550 10.0149
472551 25.7912
472552 25.7912
472553 10.0149
472555 10.0149
472556 25.7912
472557 16.0724
472559 8.83038
472560 8.83038
472564 36.1561
472565 36.1561
472566 58.3128
472567 42.5366
472568 36.1561
472569 15.1032
472570 15.1032
472581 8.83038
472583 43.6404
472584 30.9871
472585 28.4295
472586 43.6404
472587 43.6404
472588 43.6404
472589 30.9871
472590 15.7762
472591 15.7762
472593 15.7762
472594 15.7762
472595 43.6404
472596 43.6404
472597 50.667
472598 38.4444
472599 28.4295
472600 43.6404
472601 50.667
472602 43.6404
472603 28.4295
472604 38.4444
472617 22.8028
472618 7.02661
472619 7.02661
472636 37.3406
472638 46.0903
472639 53.1169
472640 53.1169
472642 22.8028
472643 38.0137
472644 38.0137
472645 22.8028
472648 7.02661
472689 5.92437
472691 121.795
472692 28.9869
472695 35.4561
472696 30.9871
472700 15.0778
472703 9.15344
472704 1.97479
472705 1.97479
472707 3.94958
472713 1.97479
472714 38.0137
472716 12.6533
472726 1.97479
472727 7.89916
472728 3.94958
472729 5.92437
472730 36.2384
472731 26.9773
472732 34.65
472733 29.9292
472736 126.633
472737 5.92437
472738 5.92437
472739 14.3224
472740 1.97479
472741 1.97479
472743 1.97479
472744 5.92437
472745 3.94958
472746 1.97479
472747 1.97479
472748 1.97479
472749 1.97479
472750 1.97479
472754 3.94958
472755 1.97479
472756 3.94958
472757 3.94958
472758 3.94958
472761 46.0903
472763 3.94958
472764 48.8094
472767 15.1032
472770 15.7762
472771 1.97479
472779 30.9871
472780 35.4561
472781 1.97479
472783 30.9871
472784 30.314
472785 38.0137
472789 22.8028
472790 38.0137
472791 12.6533
472796 19.6799
472797 35.4561
472809 1.97479
472827 1.97479
472830 14.834
472834 7.89916
472835 3.94958
472836 32.2888
472837 3.94958
472838 5.92437
472839 3.94958
472840 1.97479
472841 30.9871
472842 30.9871
472843 1.97479
472845 5.92437
472846 5.92437
472847 15.0778
472848 18.272
472849 31.9927
472851 29.7059
472852 29.7059
472853 30.8271
472854 37.6906
472855 7.67274
472856 54.9665
472857 28.9521
472858 30.181
472859 57.0316
472868 67.4393
472869 52.5341
472872 3.94958
472873 3.94958
472875 3.94958
472876 3.94958
472877 3.94958
472878 5.92437
472879 4.26891
472880 1.97479
472881 48.7555
472882 2.70588
472883 2.29412
472884 14.3224
472886 1.97479
472887 1.97479
472888 1.97479
472895 1.97479
472896 3.94958
472897 3.94958
472898 7.89916
472899 5.92437
472900 5.92437
472901 7.89916
472902 7.89916
472903 5.92437
472904 7.89916
472905 7.89916
472907 3.94958
472908 3.94958
472909 1.97479
472910 1.97479
472911 1.97479
472912 1.97479
472913 1.97479
472914 1.97479
472915 1.97479
472916 1.97479
472917 1.97479
472918 5.92437
472919 1.97479
472920 5.92437
472924 5.92437
472925 20.5297
472936 5.92437
472937 5.92437
472938 5.92437
472939 5.92437
472940 1.97479
472941 1.97479
472942 3.94958
472944 1.97479
472945 1.97479
472946 1.97479
472947 3.94958
472950 7.89916
472951 5.92437
472952 3.94958
472955 3.94958
472956 5.92437
472957 7.89916
472964 1.97479
472965 30.9871
472966 30.9871
472969 38.0137
472970 15.2109
472972 3.94958
472973 5.92437
472974 1.97479
472975 5.92437
472976 1.97479
472980 72.8506
472982 23.4759
472983 26.9757
472984 16.0724
472995 55.2437
472996 30.314
472999 57.9628
473000 36.4791
473001 51.69
473010 35.4561
473013 1.97479
473023 19.6799
473040 45.4711
473041 35.4561
473043 30.9871
473044 38.0137
473045 38.0137
473046 35.4561
473049 5.92437
473050 1.97479
473051 1.97479
473052 1.97479
473054 38.0137
473055 38.0137
473056 38.0137
473059 46.0903
473060 30.9871
473061 30.9871
473062 38.0137
473063 30.9871
473075 12.6533
473076 12.6533
473078 38.0137
473079 38.0137
473080 38.0137
473083 12.6533
473101 12.6533
473103 19.6799
473104 35.4561
473105 35.4561
473106 12.6533
473107 35.4561
473108 35.4561
473109 22.8028
473110 38.0137
473111 12.6533
473113 19.6799
473152 18.9799
473153 55.8091
473154 76.1351
473235 40.3021
473236 63.8048
473258 5.92437
473259 7.89916
473260 3.94958
473261 5.92437
473262 7.89916
473263 5.92437
473264 3.94958
473265 1.97479
473266 1.97479
473267 30.314
473268 30.314
473269 16.1721
473270 16.1721
473271 7.89916
473272 3.94958
473273 3.94958
473274 3.94958
473275 7.89916
473276 5.92437
473277 3.94958
473278 3.94958
473279 1.97479
473281 7.89916
473282 5.92437
473283 7.89916
473284 38.0137
473285 30.9871
473287 30.9871
473288 30.9871
473289 32.9619
473290 34.2636
473293 1.97479
473296 3.94958
473297 1.97479
473298 36.9115
473299 5.92437
473300 45.3918
473301 5.92437
473302 5.92437
473303 5.92437
473304 5.92437
473305 5.92437
473306 15.0778
473307 1.97479
473309 1.97479
473310 1.97479
473311 1.97479
473313 18.272
473314 18.272
473315 18.272
473316 1.97479
473317 45.6246
473318 1.97479
473319 50.7588
473320 36.5615
473321 43.0496
473322 29.7059
473323 29.7059
473324 29.7059
473325 27.7311
473326 27.7311
473327 21.9967
473328 56.6357
473329 52.1397
473330 54.9665
473331 34.3444
473332 1.97479
473333 23.3682
473334 20.6586
473335 9.64753
473336 28.9869
473337 30.0179
473338 34.3444
473339 34.3444
473340 3.94958
473341 20.1217
473342 5.92437
473343 27.1024
473344 26.9773
473345 43.4171
473346 33.2501
473347 30.314
473348 43.4171
473349 45.3918
473350 50.7588
473351 57.0316
473352 45.3918
473353 58.0451
473354 27.7311
473355 38.1055
473356 44.0552
473357 42.4035
473358 3.94958
473359 3.94958
473360 1.97479
473376 9.40523
473384 18.0741
473385 20.9108
473386 11.38
473387 57.4164
473388 118.023
473389 136.572
473390 83.6337
473391 60.997
473392 44.9516
473393 7.43044
473395 37.4753
473407 1.97479
473410 3.94958
473411 3.94958
473412 3.94958
473417 1.97479
473418 1.97479
473419 3.94958
473420 5.92437
473421 5.92437
473422 5.92437
473423 3.94958
473424 3.94958
473425 3.94958
473426 5.92437
473427 5.92437
473428 5.92437
473429 3.94958
473430 3.94958
473431 3.94958
473432 1.97479
473433 1.97479
473434 1.97479
473435 1.97479
473436 1.97479
473437 1.97479
473438 3.94958
473439 16.131
473440 4.68067
473441 106.261
473442 80.7974
473443 34.8148
473444 32.4947
473445 2.29412
473448 1.97479
473450 14.3224
473451 14.3224
473453 9.15344
473455 2.29412
473456 6.97479
473457 5
473458 1.97479
473459 1.97479
473460 1.97479
473463 1.97479
473464 1.97479
473465 1.97479
473466 1.97479
473476 1.97479
473478 1.97479
473489 5.92437
473490 3.94958
473492 1.97479
473494 3.94958
473496 3.94958
473497 3.94958
473498 1.97479
473500 3.94958
473501 3.94958
473503 1.97479
473504 3.94958
473505 3.94958
473506 1.97479
473507 5.92437
473508 5.92437
473509 3.94958
473510 5.92437
473511 5.92437
473512 5.92437
473513 5.92437
473514 5.92437
473515 5.92437
473516 5.92437
473517 5.92437
473518 5.92437
473519 5.92437
473520 5.92437
473521 5.92437
473522 7.89916
473523 5.92437
473524 5.92437
473525 7.89916
473526 5.92437
473527 5.92437
473528 7.89916
473529 7.89916
473530 5.92437
473531 7.89916
473532 7.89916
473533 5.92437
473534 7.89916
473536 3.94958
473537 5.92437
473538 7.67274
473539 3.94958
473540 5.92437
473541 3.94958
473542 1.97479
473543 1.97479
473544 1.97479
473545 3.94958
473546 3.94958
473547 3.94958
473548 3.94958
473549 3.94958
473550 1.97479
473551 1.97479
473552 5.92437
473553 3.94958
473554 1.97479
473555 1.97479
473556 1.97479
473557 1.97479
473558 1.97479
473559 1.97479
473560 1.97479
473561 1.97479
473562 1.97479
473563 1.97479
473564 1.97479
473565 1.97479
473566 1.97479
473567 1.97479
473568 1.97479
473569 1.97479
473570 1.97479
473571 1.97479
473572 1.97479
473573 1.97479
473574 1.97479
473577 1.97479
473578 1.97479
473579 1.97479
473580 1.97479
473581 5.92437
473582 7.89916
473583 1.97479
473584 1.97479
473585 5.92437
473586 5.92437
473587 5.92437
473588 7.89916
473589 7.89916
473590 1.97479
473591 1.97479
473592 1.97479
473593 1.97479
473594 1.97479
473595 1.97479
473596 5.92437
473597 1.97479
473598 3.94958
473599 5.92437
473604 57.4381
473605 6.32664
473609 35.0993
473610 104.562
473611 7.89916
473612 3.94958
473613 5.92437
473614 5.92437
473615 3.94958
473626 26.2219
473627 1.97479
473654 7.89916
473655 5.92437
473656 5.92437
473657 7.89916
473658 7.89916
473659 3.94958
473660 5.92437
473661 3.94958
473662 3.94958
473663 5.92437
473664 5.92437
473665 5.92437
473666 3.94958
473668 5.92437
473669 1.97479
473670 1.97479
473673 7.89916
473674 3.94958
473675 3.94958
473676 1.97479
473677 1.97479
473678 1.97479
473679 1.97479
473680 1.97479
473681 1.97479
473682 3.94958
473683 1.97479
473684 1.97479
473687 1.97479
473689 1.97479
473690 1.97479
473691 1.97479
473692 3.94958
473693 1.97479
473694 1.97479
473695 1.97479
473696 1.97479
473697 1.97479
473698 3.94958
473699 1.97479
473700 1.97479
473701 1.97479
473704 1.97479
473709 5.92437
473710 5.92437
473711 3.94958
473712 3.94958
473713 3.94958
473714 7.89916
473715 5.92437
473716 7.89916
473717 3.94958
473728 1.97479
473729 3.94958
473730 1.97479
473731 1.97479
473732 3.94958
473733 5.92437
473734 5.92437
473735 3.94958
473736 3.94958
473737 3.94958
473738 5.92437
473739 7.89916
473740 3.94958
473741 3.94958
473742 3.94958
473743 5.92437
473744 5.92437
473745 7.89916
473763 1.97479
473767 1.97479
473768 1.97479
473772 15.2109
473773 15.2109
473775 46.0903
473776 30.9871
473777 30.9871
