#Event n.0
882795 5.92437
882796 5.92437
882797 7.89916
882798 7.89916
882799 7.89916
882800 5.92437
882801 7.89916
882802 3.94958
882803 5.92437
882804 5.92437
882805 1.97479
882806 3.94958
882807 3.94958
882808 3.94958
882809 1.97479
882810 1.97479
882811 1.97479
882812 1.97479
882813 1.97479
882814 1.97479
882815 1.97479
882816 5.92437
882817 1.97479
882818 1.97479
882820 1.97479
882821 3.94958
882822 5.92437
882823 7.89916
882826 5.92437
882827 1.97479
882830 3.94958
882831 1.97479
882837 5.92437
882838 3.94958
882839 3.94958
882878 1.97479
882880 1.97479
882881 1.97479
882882 1.97479
882885 7.89916
882886 7.89916
882887 3.94958
882889 5.92437
882890 7.89916
882891 1.97479
882898 1.97479
882900 1.97479
882901 7.89916
882902 5.92437
882903 7.89916
882904 3.94958
882905 1.97479
882907 1.97479
882908 3.94958
882909 1.97479
882910 1.97479
882911 5.92437
882915 5.92437
882916 3.94958
882919 3.94958
882920 7.89916
882921 5.92437
882924 5.92437
882934 1.97479
882935 7.89916
882937 1.97479
882938 1.97479
882939 1.97479
882940 3.94958
882950 1.97479
883034 7.89916
883035 3.94958
883036 1.97479
883037 3.94958
883040 3.94958
883046 1.97479
883050 1.97479
883055 1.97479
883056 3.94958
883064 9.87395
883065 7.89916
883066 1.97479
883067 3.94958
883068 5.92437
883069 7.89916
883070 7.89916
883071 3.94958
883072 3.94958
883073 3.94958
883074 5.92437
883075 1.97479
883086 9.87395
883087 5.92437
883088 9.87395
883089 7.89916
883090 3.94958
883091 3.94958
883092 3.94958
883093 1.97479
883094 1.97479
883095 5.92437
883096 5.92437
883097 5.92437
883098 3.94958
883099 3.94958
883100 9.87395
883101 7.89916
883102 3.94958
883103 3.94958
883104 1.97479
883105 9.87395
883106 7.89916
883107 11.8487
883112 1.97479
883113 5.92437
883114 5.92437
883119 1.97479
883120 5.92437
883121 5.92437
883122 5.92437
883123 5.92437
883124 5.92437
883125 5.92437
883126 5.92437
883127 5.92437
883128 5.92437
883129 5.92437
883130 5.92437
883131 5.92437
883132 1.97479
883133 5.92437
883134 1.97479
883135 1.97479
883136 3.94958
883137 5.92437
883138 3.94958
883139 3.94958
883140 3.94958
883141 9.87395
883142 9.87395
883143 5.92437
883144 5.92437
883145 7.89916
883146 9.87395
883147 9.87395
883148 7.89916
883149 5.92437
883150 3.94958
883151 5.92437
883152 5.92437
883153 3.94958
883154 3.94958
883155 3.94958
883156 1.97479
883157 3.94958
883158 5.92437
883159 5.92437
883160 3.94958
883161 11.8487
883162 3.94958
883163 3.94958
883164 7.89916
883165 5.92437
883166 5.92437
883167 3.94958
883168 5.92437
883169 5.92437
883170 11.8487
883171 7.89916
883172 5.92437
883173 5.92437
883174 5.92437
883175 9.87395
883176 7.89916
883177 5.92437
883246 5.92437
883252 5.92437
883254 3.94958
883255 9.87395
883256 1.97479
883311 9.87395
883312 9.87395
883326 1.97479
883328 5.92437
883329 3.94958
883330 3.94958
883331 5.92437
883332 3.94958
883333 5.92437
883334 5.92437
883335 5.92437
883336 5.92437
883337 5.92437
883338 5.92437
883339 5.92437
883340 5.92437
883341 7.89916
883342 7.89916
883343 5.92437
883344 5.92437
883345 5.92437
883346 7.89916
883347 7.89916
883348 7.89916
883349 5.92437
883350 5.92437
883351 5.92437
883352 7.89916
883353 5.92437
883354 5.92437
883355 9.87395
883356 7.89916
883357 5.92437
883358 7.89916
883359 3.94958
883360 5.92437
883361 3.94958
883362 3.94958
883363 5.92437
883364 7.89916
883365 5.92437
883366 3.94958
883367 5.92437
883368 1.97479
883369 5.92437
883370 5.92437
883371 7.89916
883372 5.92437
883373 7.89916
883374 1.97479
883375 5.92437
883376 5.92437
883377 5.92437
883378 3.94958
883379 3.94958
883380 3.94958
883381 1.97479
883382 1.97479
883383 3.94958
883384 3.94958
883385 3.94958
883386 3.94958
883387 1.97479
883388 1.97479
883389 1.97479
883390 1.97479
883391 1.97479
883392 1.97479
883393 1.97479
883394 1.97479
883395 1.97479
883396 1.97479
883397 1.97479
883398 1.97479
883399 1.97479
883400 1.97479
883401 1.97479
883402 1.97479
883403 1.97479
883405 3.94958
883406 1.97479
883407 1.97479
883408 3.94958
883409 5.92437
883410 5.92437
883411 1.97479
883412 1.97479
883413 5.92437
883414 5.92437
883415 5.92437
883416 5.92437
883417 5.92437
883418 1.97479
883419 1.97479
883420 1.97479
883421 1.97479
883422 1.97479
883423 1.97479
883424 5.92437
883425 1.97479
883429 3.94958
883430 3.94958
883436 1.97479
883437 1.97479
883438 5.92437
883439 7.89916
883440 3.94958
883441 5.92437
883442 5.92437
883443 7.89916
883444 7.89916
883445 1.97479
883446 1.97479
883447 1.97479
883448 1.97479
883450 7.89916
883451 3.94958
883452 3.94958
883453 3.94958
883454 1.97479
883455 9.87395
883456 11.8487
883457 5.92437
883458 3.94958
883459 3.94958
883461 3.94958
883462 1.97479
883463 1.97479
883464 1.97479
883471 3.94958
883472 9.87395
883473 1.97479
883474 3.94958
883475 3.94958
883476 3.94958
883477 3.94958
883478 3.94958
883479 3.94958
883480 1.97479
883481 1.97479
883483 1.97479
883490 1.97479
883497 1.97479
883498 1.97479
883500 3.94958
883501 5.92437
883502 5.92437
883503 3.94958
883504 5.92437
883505 1.97479
883506 3.94958
883510 3.94958
883511 1.97479
883513 3.94958
883515 3.94958
883516 3.94958
883517 3.94958
883668 1.97479
883669 1.97479
883673 1.97479
883674 1.97479
883675 1.97479
883676 1.97479
883677 1.97479
883678 1.97479
883679 1.97479
883680 1.97479
883692 5.92437
883693 5.92437
883694 5.92437
883695 5.92437
883696 5.92437
883697 7.89916
883698 5.92437
883699 5.92437
883700 3.94958
883703 5.92437
883707 3.94958
883708 5.92437
883709 3.94958
883710 1.97479
883711 5.92437
883712 7.89916
883713 3.94958
883714 1.97479
883715 7.89916
883716 5.92437
883717 5.92437
883745 1.97479
883747 1.97479
883748 1.97479
883749 1.97479
883752 1.97479
883753 1.97479
883754 1.97479
883757 1.97479
883758 5.92437
883759 7.89916
883760 7.89916
883761 3.94958
883762 7.89916
883763 3.94958
883764 7.89916
883765 5.92437
883766 7.89916
883767 7.89916
883768 5.92437
883769 7.89916
883770 7.89916
883771 7.89916
883772 3.94958
883775 1.97479
883776 1.97479
883777 3.94958
883781 3.94958
883782 5.92437
883783 3.94958
883784 1.97479
883785 3.94958
883786 1.97479
883787 1.97479
883788 1.97479
883789 1.97479
883790 3.94958
883791 1.97479
883792 1.97479
883793 1.97479
883794 1.97479
883795 1.97479
883796 3.94958
883797 3.94958
883798 5.92437
883799 1.97479
883800 1.97479
883801 3.94958
883802 5.92437
883803 1.97479
883804 1.97479
883805 1.97479
883809 1.97479
883815 5.92437
883816 5.92437
883817 3.94958
883818 5.92437
883819 7.89916
883820 5.92437
883821 3.94958
883833 3.94958
883834 1.97479
883835 1.97479
883836 3.94958
883837 5.92437
883838 5.92437
883839 7.89916
883840 7.89916
883841 7.89916
883842 5.92437
883843 5.92437
883844 7.89916
883845 7.89916
883846 5.92437
883847 5.92437
883848 5.92437
883849 5.92437
883852 19.7479
883853 3.94958
883857 9.87395
883858 17.7731
883859 9.87395
883860 9.87395
883861 7.89916
883865 1.97479
883869 1.97479
883870 9.87395
883871 3.94958
883892 1.97479
883893 3.94958
883894 7.89916
883899 7.89916
883904 3.94958
883905 3.94958
883906 1.97479
883909 1.97479
883919 3.94958
883920 1.97479
883921 11.8487
883922 3.94958
883926 1.97479
883927 1.97479
883940 1.97479
883941 3.94958
883942 3.94958
883943 3.94958
883944 5.92437
883946 11.8487
883948 3.94958
883949 7.89916
883956 1.97479
883957 1.97479
883960 5.92437
883961 5.92437
883963 5.92437
883964 1.97479
883967 1.97479
883999 3.94958
884000 1.97479
884001 1.97479
884002 5.92437
884003 3.94958
884004 7.89916
884005 1.97479
884008 17.7731
884009 7.89916
884010 5.92437
884011 1.97479
884013 1.97479
884016 1.97479
884017 3.94958
884025 3.94958
884026 5.92437
884029 1.97479
884030 3.94958
884031 3.94958
884070 5.92437
884080 1.97479
884083 3.94958
884084 3.94958
884085 1.97479
884086 3.94958
884087 3.94958
884088 3.94958
884089 3.94958
884090 3.94958
884091 3.94958
884092 3.94958
884093 5.92437
884094 5.92437
884095 5.92437
884096 3.94958
884098 3.94958
884106 5.92437
884107 7.89916
884108 1.97479
884109 3.94958
884110 1.97479
884111 1.97479
884112 3.94958
884113 3.94958
884114 3.94958
884115 7.89916
884116 5.92437
884117 5.92437
884118 1.97479
884121 1.97479
884125 1.97479
884142 1.97479
884143 1.97479
884144 5.92437
884145 3.94958
884146 1.97479
884147 1.97479
884159 5.92437
884160 5.92437
884161 5.92437
884162 5.92437
884163 5.92437
884164 3.94958
884165 1.97479
884168 3.94958
884172 5.92437
884173 1.97479
884175 3.94958
884178 1.97479
884179 5.92437
884180 7.89916
884183 1.97479
884188 3.94958
884189 3.94958
884190 3.94958
884191 3.94958
884192 1.97479
884216 1.97479
884315 1.97479
884316 3.94958
884317 5.92437
884318 3.94958
884319 7.89916
884320 7.89916
884321 3.94958
884322 1.97479
884324 1.97479
884325 3.94958
884326 3.94958
884327 7.89916
884328 5.92437
884329 3.94958
884330 3.94958
884331 3.94958
884332 1.97479
884333 5.92437
884334 5.92437
884335 3.94958
884336 5.92437
884337 3.94958
884339 1.97479
884340 5.92437
884344 11.8487
884345 7.89916
884346 17.7731
884347 7.89916
884348 5.92437
884349 1.97479
884350 7.89916
884351 5.92437
884352 5.92437
884353 5.92437
884354 5.92437
884355 1.97479
884356 7.89916
884357 13.8235
884358 17.7731
884359 1.97479
884367 1.97479
884370 1.97479
884371 3.94958
884379 3.94958
884380 3.94958
884381 1.97479
884382 1.97479
884383 3.94958
884384 3.94958
884385 5.92437
884386 1.97479
884415 5.92437
884416 3.94958
884417 3.94958
884418 1.97479
884419 3.94958
884420 3.94958
884421 5.92437
884424 1.97479
884429 1.97479
884430 1.97479
884431 5.92437
884432 1.97479
884433 1.97479
884434 3.94958
884435 3.94958
884436 1.97479
884437 1.97479
884438 3.94958
884439 1.97479
884440 1.97479
884441 3.94958
884443 3.94958
884444 3.94958
884593 5.92437
884635 1.97479
884638 1.97479
884640 3.94958
884641 1.97479
884643 3.94958
884644 1.97479
884646 1.97479
884647 3.94958
884648 3.94958
884649 3.94958
884650 1.97479
884651 1.97479
884652 1.97479
884653 3.94958
884654 1.97479
884655 3.94958
884656 3.94958
884657 1.97479
884658 1.97479
884659 3.94958
884660 3.94958
884661 3.94958
884662 3.94958
884663 3.94958
884664 3.94958
884665 3.94958
884666 3.94958
884667 3.94958
884668 3.94958
884669 3.94958
884670 1.97479
884671 3.94958
884672 3.94958
884673 3.94958
884674 3.94958
884675 3.94958
884676 3.94958
884677 5.92437
884678 5.92437
884679 5.92437
884680 3.94958
884681 3.94958
884682 5.92437
884683 5.92437
884684 5.92437
884685 7.89916
884686 3.94958
884687 3.94958
884688 3.94958
884689 3.94958
884692 1.97479
884693 3.94958
884699 3.94958
884700 5.92437
884701 5.92437
884702 5.92437
884703 3.94958
884704 3.94958
884706 3.94958
884738 3.94958
884739 1.97479
884740 5.92437
884741 9.87395
884742 9.87395
884743 1.97479
884746 7.89916
884747 5.92437
884748 3.94958
884749 1.97479
884750 1.97479
884751 1.97479
884752 1.97479
884754 5.92437
884755 3.94958
884756 3.94958
884757 1.97479
884758 1.97479
884759 1.97479
884760 3.94958
884761 5.92437
884762 1.97479
884763 3.94958
884764 5.92437
884765 3.94958
884766 3.94958
884767 3.94958
884768 3.94958
884769 3.94958
884770 7.89916
884771 5.92437
884772 7.89916
884773 5.92437
884774 5.92437
884775 5.92437
884776 7.89916
884777 7.89916
884778 3.94958
884779 3.94958
884780 5.92437
884781 1.97479
884784 1.97479
884785 1.97479
884792 1.97479
884795 3.94958
884799 7.89916
884810 1.97479
884812 1.97479
884813 17.7731
884814 5.92437
884855 9.87395
884856 3.94958
884857 3.94958
884858 3.94958
884860 1.97479
884861 5.92437
884862 1.97479
884863 1.97479
884877 3.94958
884879 3.94958
884880 1.97479
884881 1.97479
884882 1.97479
884883 1.97479
884884 5.92437
884885 3.94958
884886 7.89916
884887 5.92437
884888 3.94958
884889 3.94958
884890 3.94958
884891 1.97479
884892 1.97479
884894 1.97479
884895 1.97479
884896 1.97479
884897 1.97479
884898 1.97479
884900 1.97479
884901 3.94958
884902 1.97479
884947 7.89916
884948 7.89916
884949 5.92437
884950 5.92437
884951 7.89916
884952 5.92437
884953 3.94958
884954 5.92437
884955 5.92437
884956 5.92437
884957 5.92437
884958 5.92437
884959 5.92437
884960 5.92437
884961 5.92437
884962 7.89916
884963 1.97479
884964 1.97479
884965 5.92437
884966 1.97479
884967 1.97479
884968 1.97479
884969 1.97479
884970 5.92437
884971 7.89916
884972 5.92437
884973 1.97479
884974 1.97479
884975 1.97479
884979 1.97479
884980 1.97479
884981 3.94958
884989 1.97479
884990 3.94958
884991 5.92437
884994 3.94958
884995 5.92437
885001 1.97479
885006 1.97479
885007 1.97479
885008 3.94958
885009 7.89916
885010 3.94958
885011 1.97479
885021 1.97479
885022 5.92437
885023 1.97479
885024 1.97479
885025 1.97479
885026 5.92437
885027 7.89916
885028 5.92437
885029 5.92437
885030 5.92437
885031 3.94958
885032 5.92437
885033 5.92437
885034 5.92437
885035 5.92437
885036 5.92437
885037 5.92437
885038 5.92437
885046 1.97479
885048 1.97479
885049 1.97479
885065 3.94958
885066 3.94958
885067 3.94958
885068 3.94958
885069 3.94958
885070 3.94958
885071 3.94958
885072 5.92437
885073 3.94958
885074 5.92437
885075 5.92437
885076 5.92437
885077 3.94958
885078 3.94958
885079 1.97479
885080 5.92437
885081 5.92437
885082 3.94958
885083 1.97479
885084 3.94958
885085 3.94958
885086 3.94958
885099 1.97479
885118 1.97479
885120 1.97479
885121 1.97479
885122 1.97479
885125 1.97479
885126 1.97479
885127 1.97479
885189 3.94958
885201 9.87395
885231 5.92437
885236 5.92437
885237 3.94958
885238 1.97479
885240 1.97479
885242 1.97479
885245 5.92437
885281 3.94958
885282 5.92437
885284 7.89916
885285 3.94958
885286 1.97479
885289 9.87395
885293 3.94958
885402 5.92437
885406 3.94958
885418 5.92437
885419 3.94958
885420 11.8487
885421 1.97479
885423 1.97479
885424 1.97479
885425 1.97479
885426 1.97479
885427 3.94958
885428 3.94958
885429 3.94958
885432 1.97479
885433 1.97479
885438 1.97479
885439 1.97479
885441 1.97479
885445 3.94958
885446 3.94958
885454 3.94958
885455 3.94958
885456 3.94958
885457 5.92437
885458 1.97479
885459 5.92437
885600 1.97479
885601 1.97479
885603 1.97479
885604 5.92437
885605 3.94958
885606 3.94958
885607 3.94958
885609 1.97479
885610 3.94958
885611 5.92437
885613 13.8235
885614 11.8487
885615 5.92437
885616 5.92437
885617 1.97479
885619 1.97479
885620 3.94958
885621 17.7731
885638 3.94958
885640 5.92437
885641 3.94958
885642 5.92437
885643 11.8487
885644 9.87395
886081 5.92437
886082 1.97479
886095 13.8235
886096 3.94958
886097 9.87395
886137 5.92437
886138 1.97479
886139 3.94958
886140 5.92437
886141 3.94958
886142 5.92437
886144 1.97479
886145 5.92437
886146 5.92437
886147 11.8487
886148 1.97479
886150 3.94958
886155 3.94958
886156 9.87395
886157 5.92437
886160 1.97479
886161 1.97479
886162 1.97479
886163 1.97479
886164 1.97479
886165 1.97479
886166 1.97479
886168 1.97479
886169 1.97479
886170 3.94958
886171 1.97479
886172 1.97479
886173 1.97479
886174 3.94958
886175 3.94958
886176 3.94958
886177 5.92437
886178 3.94958
886179 5.92437
886180 3.94958
886181 3.94958
886182 3.94958
886183 3.94958
886194 1.97479
886195 3.94958
886196 1.97479
886197 1.97479
886198 1.97479
886215 3.94958
886216 3.94958
886217 1.97479
886218 1.97479
886222 1.97479
886223 3.94958
886224 1.97479
886225 1.97479
886226 1.97479
886227 1.97479
886233 1.97479
886234 3.94958
886244 5.92437
886245 3.94958
886246 1.97479
886247 5.92437
886248 5.92437
886249 3.94958
886250 3.94958
886251 1.97479
886253 1.97479
886280 5.92437
886281 3.94958
886282 3.94958
886283 5.92437
886284 5.92437
886285 3.94958
886286 1.97479
886287 5.92437
886288 5.92437
886289 3.94958
886291 3.94958
886292 3.94958
886293 5.92437
886294 1.97479
886295 1.97479
886296 3.94958
886297 1.97479
886299 3.94958
886300 5.92437
886301 3.94958
886302 3.94958
886303 1.97479
886304 5.92437
886305 3.94958
886306 5.92437
886312 3.94958
886313 1.97479
886317 1.97479
886318 1.97479
886470 1.97479
886482 17.7731
886512 1.97479
886513 5.92437
886517 7.89916
886520 3.94958
886521 1.97479
886562 1.97479
886563 1.97479
886574 9.87395
886684 1.97479
886702 3.94958
886703 3.94958
886713 1.97479
886714 1.97479
886715 1.97479
886718 5.92437
886736 1.97479
886739 1.97479
886884 7.89916
886885 3.94958
886886 3.94958
886894 1.97479
886902 5.92437
886922 11.8487
886923 5.92437
886924 5.92437
886925 9.87395
886926 1.97479
887363 3.94958
887377 1.97479
887378 7.89916
887382 13.8235
887383 1.97479
887384 1.97479
887421 1.97479
887428 1.97479
887429 5.92437
887430 7.89916
887431 9.87395
887432 13.8235
887433 7.89916
887434 3.94958
887436 1.97479
887438 3.94958
887467 1.97479
887472 1.97479
887473 1.97479
887474 1.97479
887475 1.97479
887476 1.97479
887477 1.97479
887478 1.97479
887479 1.97479
887480 1.97479
887483 1.97479
887489 1.97479
887490 1.97479
887491 1.97479
887492 9.87395
887493 9.87395
887494 7.89916
887495 5.92437
887497 1.97479
887501 1.97479
887505 1.97479
887506 1.97479
887507 1.97479
887561 1.97479
887562 1.97479
887565 1.97479
887566 1.97479
887567 1.97479
887575 1.97479
887576 1.97479
887577 1.97479
887578 1.97479
887580 1.97479
887581 1.97479
887582 1.97479
887738 3.94958
887855 9.87395
887965 1.97479
887971 3.94958
887977 1.97479
887984 3.94958
887992 11.8487
887993 9.87395
887997 3.94958
887998 1.97479
888203 7.89916
888204 1.97479
888206 9.87395
888209 1.97479
888645 1.97479
888663 1.97479
888664 3.94958
888665 17.7731
888666 5.92437
888667 3.94958
888682 1.97479
888685 1.97479
888711 1.97479
888715 5.92437
888716 7.89916
888746 3.94958
888747 3.94958
888748 7.89916
888749 5.92437
888750 9.87395
888751 3.94958
888752 3.94958
888762 5.92437
888763 3.94958
888766 1.97479
888767 3.94958
888768 1.97479
888769 5.92437
888770 1.97479
888772 5.92437
888774 3.94958
888775 5.92437
889031 5.92437
889078 7.89916
889136 1.97479
889253 1.97479
889255 5.92437
889258 7.89916
889273 1.97479
889274 1.97479
889278 1.97479
889484 3.94958
889947 11.8487
889948 1.97479
889949 15.7983
889956 1.97479
889957 7.89916
889960 7.89916
889963 5.92437
889964 3.94958
889965 7.89916
889966 3.94958
890027 1.97479
890028 5.92437
890031 3.94958
890032 5.92437
890033 7.89916
890043 7.89916
890044 1.97479
890359 1.97479
890535 7.89916
890536 1.97479
890538 1.97479
890539 3.94958
891235 1.97479
891237 7.89916
891239 3.94958
891240 5.92437
891242 7.89916
891243 7.89916
891244 3.94958
891245 7.89916
891246 7.89916
891249 1.97479
891257 5.92437
891816 7.89916
891818 7.89916
891819 5.92437
892516 13.8235
892523 1.97479
892529 1.97479
892530 3.94958
893099 1.97479
893798 5.92437
893810 13.8235
895091 3.94958
910962 1.97479
912243 11.8487
912742 1.97479
912743 1.97479
912744 1.97479
913392 1.97479
913499 1.97479
914022 3.94958
914023 3.94958
914024 11.8487
914025 11.8487
914026 5.92437
914634 3.94958
914673 3.94958
914780 5.92437
914785 9.87395
914958 7.89916
914994 3.94958
915203 1.97479
915204 5.92437
915207 1.97479
915208 3.94958
915209 3.94958
915217 1.97479
915219 11.8487
915225 1.97479
915307 1.97479
915927 7.89916
915997 3.94958
916007 7.89916
916060 3.94958
916064 3.94958
916066 7.89916
916239 3.94958
916273 1.97479
916275 3.94958
916276 7.89916
916277 3.94958
916278 1.97479
916484 1.97479
916486 1.97479
916487 7.89916
916488 3.94958
916489 5.92437
916498 1.97479
916499 1.97479
916503 1.97479
916504 3.94958
916506 11.8487
916507 5.92437
916508 1.97479
917178 1.97479
917180 11.8487
917208 3.94958
917220 3.94958
917234 1.97479
917278 3.94958
917288 1.97479
917344 9.87395
917345 3.94958
917346 3.94958
917357 1.97479
917514 1.97479
917519 5.92437
917554 5.92437
917557 1.97479
917558 3.94958
917559 7.89916
917560 1.97479
917767 7.89916
917772 3.94958
917773 5.92437
917777 1.97479
917778 7.89916
917782 3.94958
917783 3.94958
917784 5.92437
917786 5.92437
917789 5.92437
917790 5.92437
917817 7.89916
917818 1.97479
917819 7.89916
917847 1.97479
918459 13.8235
918460 1.97479
918461 5.92437
918472 11.8487
918498 3.94958
918501 3.94958
918502 1.97479
918515 5.92437
918558 1.97479
918567 1.97479
918568 1.97479
918570 5.92437
918571 3.94958
918572 1.97479
918624 1.97479
918625 1.97479
918627 1.97479
918636 3.94958
918638 5.92437
918645 3.94958
918646 3.94958
918795 3.94958
918796 7.89916
918798 1.97479
918799 1.97479
918828 1.97479
918830 1.97479
918832 1.97479
918834 1.97479
918836 3.94958
918841 3.94958
918842 1.97479
918845 5.92437
918846 3.94958
918847 3.94958
918851 1.97479
918852 3.94958
918853 3.94958
919053 5.92437
919054 3.94958
919057 9.87395
919058 7.89916
919059 1.97479
919064 1.97479
919098 1.97479
919099 9.87395
919101 1.97479
919103 1.97479
919104 5.92437
919106 3.94958
919128 1.97479
919129 5.92437
919130 5.92437
919131 7.89916
919132 1.97479
919133 3.94958
919134 7.89916
919144 5.92437
919741 5.92437
919745 3.94958
919746 3.94958
919749 9.87395
919753 1.97479
919755 9.87395
919756 7.89916
919764 1.97479
919765 1.97479
919800 3.94958
919802 3.94958
919837 5.92437
919843 1.97479
919849 1.97479
919853 1.97479
919854 1.97479
919858 1.97479
919865 1.97479
919866 1.97479
919905 5.92437
919911 1.97479
919927 5.92437
919928 9.87395
920067 3.94958
920075 9.87395
920076 3.94958
920077 3.94958
920079 1.97479
920092 1.97479
920110 1.97479
920124 1.97479
920129 3.94958
920130 3.94958
920131 1.97479
920144 1.97479
920145 1.97479
920147 1.97479
920148 1.97479
920149 1.97479
920150 1.97479
920151 1.97479
920170 1.97479
920171 1.97479
920172 1.97479
920173 1.97479
920174 1.97479
920175 1.97479
920176 1.97479
920177 1.97479
920178 1.97479
920179 1.97479
920180 1.97479
920181 1.97479
920182 1.97479
920336 3.94958
920337 3.94958
920339 3.94958
920353 1.97479
920354 3.94958
920382 7.89916
920383 5.92437
920385 5.92437
920386 9.87395
920387 3.94958
920388 1.97479
920390 1.97479
920407 1.97479
920412 1.97479
920413 3.94958
920414 3.94958
920415 1.97479
920416 5.92437
920417 3.94958
920418 1.97479
920419 5.92437
920420 1.97479
920421 3.94958
920422 1.97479
920424 7.89916
920425 3.94958
920426 5.92437
920853 1.97479
920963 3.94958
920971 1.97479
920972 1.97479
920973 3.94958
920976 1.97479
920977 5.92437
921011 5.92437
921012 5.92437
921013 11.8487
921017 3.94958
921024 5.92437
921025 11.8487
921026 9.87395
921027 11.8487
921028 11.8487
921029 7.89916
921036 1.97479
921037 5.92437
921045 1.97479
921059 9.87395
921061 3.94958
921065 3.94958
921066 1.97479
921080 3.94958
921081 1.97479
921083 3.94958
921118 1.97479
921124 1.97479
921125 3.94958
921127 1.97479
921136 1.97479
921137 1.97479
921140 1.97479
921141 3.94958
921142 1.97479
921143 1.97479
921145 1.97479
921146 1.97479
921147 1.97479
921191 1.97479
921192 1.97479
921194 1.97479
921195 1.97479
921197 1.97479
921201 7.89916
921203 3.94958
921204 1.97479
921209 3.94958
921318 3.94958
921336 5.92437
921342 3.94958
921343 7.89916
921344 7.89916
921347 5.92437
921355 11.8487
921356 3.94958
921371 3.94958
921372 1.97479
921373 1.97479
921374 5.92437
921375 3.94958
921376 3.94958
921377 3.94958
921381 1.97479
921382 1.97479
921383 1.97479
921388 1.97479
921389 1.97479
921391 1.97479
921416 1.97479
921417 1.97479
921419 1.97479
921420 1.97479
921421 1.97479
921422 1.97479
921423 1.97479
921425 1.97479
921427 3.94958
921433 1.97479
921434 1.97479
921435 1.97479
921437 1.97479
921438 1.97479
921439 1.97479
921440 1.97479
921441 1.97479
921443 1.97479
921444 1.97479
921445 1.97479
921446 1.97479
921447 3.94958
921448 1.97479
921449 3.94958
921450 3.94958
921451 1.97479
921452 1.97479
921453 1.97479
921454 1.97479
921455 1.97479
921456 1.97479
921461 1.97479
921462 1.97479
921463 1.97479
921637 1.97479
921638 3.94958
921639 3.94958
921640 3.94958
921641 1.97479
921642 1.97479
921644 1.97479
921645 1.97479
921648 3.94958
921649 1.97479
921650 5.92437
921653 1.97479
921654 1.97479
921656 1.97479
921657 1.97479
921658 1.97479
921659 1.97479
921664 1.97479
921667 1.97479
921669 3.94958
921670 5.92437
921671 3.94958
921672 3.94958
921674 3.94958
921675 1.97479
921677 1.97479
921678 11.8487
921679 5.92437
921680 9.87395
921687 3.94958
921688 5.92437
921689 7.89916
921698 1.97479
921699 3.94958
921700 1.97479
921701 9.87395
921702 5.92437
921703 5.92437
921704 5.92437
921707 3.94958
922131 1.97479
922132 1.97479
922134 3.94958
922135 3.94958
922209 1.97479
922210 11.8487
922236 3.94958
922237 3.94958
922238 11.8487
922240 1.97479
922241 5.92437
922242 3.94958
922243 3.94958
922244 3.94958
922252 3.94958
922253 5.92437
922255 3.94958
922256 3.94958
922257 3.94958
922259 5.92437
922260 1.97479
922261 3.94958
922292 7.89916
922293 7.89916
922296 3.94958
922297 7.89916
922298 7.89916
922299 9.87395
922301 1.97479
922305 7.89916
922306 3.94958
922307 1.97479
922321 3.94958
922328 5.92437
922331 5.92437
922340 1.97479
922342 1.97479
922343 1.97479
922348 5.92437
922354 1.97479
922355 1.97479
922360 1.97479
922363 3.94958
922369 1.97479
922395 1.97479
922396 7.89916
922398 3.94958
922403 3.94958
922404 1.97479
922406 1.97479
922407 5.92437
922408 3.94958
922409 3.94958
922417 3.94958
922418 1.97479
922419 5.92437
922423 1.97479
922424 1.97479
922425 3.94958
922426 1.97479
922444 1.97479
922445 1.97479
922448 1.97479
922449 1.97479
922450 3.94958
922451 3.94958
922452 1.97479
922463 1.97479
922474 1.97479
922477 3.94958
922478 3.94958
922482 1.97479
922483 9.87395
922485 1.97479
922486 1.97479
922487 13.8235
922503 1.97479
922504 3.94958
922529 3.94958
922530 1.97479
922532 1.97479
922535 1.97479
922597 1.97479
922599 1.97479
922601 1.97479
922615 3.94958
922616 5.92437
922617 9.87395
922623 3.94958
922627 1.97479
922628 1.97479
922630 3.94958
922633 1.97479
922635 7.89916
922636 1.97479
922645 1.97479
922647 3.94958
922648 3.94958
922649 1.97479
922650 3.94958
922651 1.97479
922652 1.97479
922653 3.94958
922656 1.97479
922657 1.97479
922658 1.97479
922659 3.94958
922660 3.94958
922661 3.94958
922662 3.94958
922663 3.94958
922664 3.94958
922665 5.92437
922666 5.92437
922667 3.94958
922668 3.94958
922669 3.94958
922670 3.94958
922697 3.94958
922698 3.94958
922699 5.92437
922700 1.97479
922701 1.97479
922702 3.94958
922703 3.94958
922704 3.94958
922705 5.92437
922715 1.97479
922716 1.97479
922717 5.92437
922718 1.97479
922719 1.97479
922720 1.97479
922721 1.97479
922722 1.97479
922723 3.94958
922724 1.97479
922725 1.97479
922726 1.97479
922727 3.94958
922728 1.97479
922729 3.94958
922730 1.97479
922798 1.97479
922802 1.97479
922803 1.97479
922804 1.97479
922805 1.97479
922806 1.97479
922807 1.97479
922819 3.94958
922820 3.94958
922821 5.92437
922822 5.92437
922823 1.97479
922824 1.97479
922825 1.97479
922826 5.92437
922827 5.92437
922828 3.94958
922829 1.97479
922830 3.94958
922831 1.97479
922832 1.97479
922833 1.97479
922834 1.97479
922835 1.97479
922836 1.97479
922837 1.97479
922838 1.97479
