#col	row	gain	offset
39	22	3115.37	0
39	23	3067.09	0
39	24	3130.37	0
39	25	2968.67	0
39	26	2944.27	0
39	27	2997.03	0
39	28	2963.43	0
39	29	2967.71	0
39	30	3029.82	0
39	31	3168.47	0
40	0	3018.7	0
40	1	2941.33	0
40	2	3007.07	0
40	3	2913.87	0
40	4	2962.26	0
40	5	3043.81	0
40	6	3013.54	0
40	7	3073.88	0
40	8	2963.17	0
40	9	2974.46	0
40	10	2948.85	0
40	11	2997.41	0
40	12	2970.66	0
40	13	2974.95	0
40	14	3006.89	0
40	15	2908.09	0
40	16	2965.37	0
40	17	3004.77	0
40	18	2989.06	0
40	19	3136.24	0
40	20	2986.35	0
40	21	3034.27	0
40	22	3039.69	0
40	23	3127.46	0
40	24	2998.1	0
40	25	2960.92	0
40	26	3041.8	0
40	27	2872.44	0
40	28	2959.76	0
40	29	3027	0
40	30	3031.4	0
40	31	3003.46	0
41	0	2994.9	0
41	1	2997.57	0
41	2	2942.52	0
41	3	3021.48	0
41	4	3017.74	0
41	5	3001.48	0
41	6	3015.92	0
41	7	3104.81	0
41	8	3067.9	0
41	9	3003.46	0
41	10	3083.23	0
41	11	2935.47	0
41	12	3061.51	0
41	13	3037.03	0
41	14	2970.09	0
41	15	2997.93	0
41	16	2980.21	0
41	17	2970.4	0
41	18	3014.21	0
41	19	3125.41	0
41	20	3094.52	0
41	21	3009.81	0
41	22	3159.8	0
41	23	3014.6	0
41	24	3122.13	0
41	25	3019.46	0
41	26	2957.4	0
41	27	3030.78	0
41	28	2994.99	0
41	29	3039.09	0
41	30	3067.06	0
41	31	3114.36	0
42	0	2983.12	0
42	1	2912.35	0
42	2	3015.17	0
42	3	2969.16	0
42	4	3042.14	0
42	5	3036.35	0
42	6	2968.43	0
42	7	2994.57	0
42	8	3149.8	0
42	9	3016.61	0
42	10	2921.04	0
42	11	3013.79	0
42	12	2994.6	0
42	13	2924.62	0
42	14	3002.37	0
42	15	2950.11	0
42	16	3035.62	0
42	17	2965.61	0
42	18	2943.92	0
42	19	3022.21	0
42	20	3106.34	0
42	21	3115.11	0
42	22	2982.44	0
42	23	3082.58	0
42	24	3037.41	0
42	25	2896.99	0
42	26	3015.79	0
42	27	2981.89	0
42	28	3028.79	0
42	29	2983.95	0
42	30	2945.51	0
42	31	2957.85	0
43	0	2968.67	0
43	1	3055.73	0
43	2	2899.35	0
43	3	3059.41	0
43	4	3025.72	0
43	5	3069.44	0
43	6	2976.55	0
43	7	3051.97	0
43	8	2963.04	0
43	9	3045.84	0
43	10	3022.49	0
43	11	2957.95	0
43	12	3074.81	0
43	13	3054.66	0
43	14	2952.69	0
43	15	3066.83	0
43	16	3058.35	0
43	17	3057.44	0
43	18	3018.74	0
43	19	3093.8	0
43	20	3015.4	0
43	21	3007.39	0
43	22	3013.35	0
43	23	2983.39	0
43	24	3110.46	0
43	25	3112.18	0
43	26	2887.93	0
43	27	3105.82	0
43	28	3043.78	0
43	29	3042.82	0
43	30	2994.4	0
43	31	3127.78	0
44	0	3020.02	0
44	1	2983.22	0
44	2	3057.12	0
44	3	3025.17	0
44	4	3044.9	0
44	5	3029.57	0
44	6	3083.24	0
44	7	3100.56	0
44	8	3071.2	0
44	9	3000	0
44	10	2946.34	0
44	11	3044.57	0
44	12	3040.4	0
44	13	2996.52	0
44	14	3056.14	0
44	15	3009.37	0
44	16	2990.98	0
44	17	2970.87	0
44	18	3115.39	0
44	19	3130.73	0
44	20	3071.05	0
44	21	3052.9	0
44	22	2965.49	0
44	23	3096.23	0
44	24	2999.09	0
44	25	3014.87	0
44	26	3044.48	0
44	27	2986.2	0
44	28	3035.5	0
44	29	3017.11	0
44	30	3050.24	0
44	31	2970.97	0
45	0	3039.42	0
45	1	3066.31	0
45	2	2960.1	0
45	3	3073.52	0
45	4	2966.15	0
45	5	3081.71	0
45	6	3030.57	0
45	7	3037.41	0
45	8	3007.85	0
45	9	3060.66	0
45	10	2998.84	0
45	11	2981.63	0
45	12	3044.61	0
45	13	3073.31	0
45	14	2986.87	0
45	15	3043.18	0
45	16	2924.19	0
45	17	3053.17	0
45	18	3076.59	0
45	19	3065	0
45	20	3090.89	0
45	21	3088.53	0
45	22	3084.69	0
45	23	3027.1	0
45	24	3029.56	0
45	25	3063.22	0
45	26	2958.03	0
45	27	3105.85	0
45	28	2965.41	0
45	29	3049.45	0
45	30	3069.82	0
45	31	3112.1	0
46	0	-1	-1
46	1	3020.27	0
46	2	3045.92	0
46	3	2921.89	0
46	4	3097.34	0
46	5	3082.09	0
46	6	3059.05	0
46	7	2981.22	0
46	8	3060.36	0
46	9	3025.9	0
46	10	2948.56	0
46	11	3006.47	0
46	12	2956.57	0
46	13	3071.15	0
46	14	3060.24	0
46	15	2916.23	0
46	16	3069.29	0
46	17	3126.78	0
46	18	3058.38	0
46	19	3064.53	0
46	20	3006.32	0
46	21	3076.88	0
46	22	3077.54	0
46	23	3074.11	0
46	24	2954.15	0
46	25	3047.09	0
46	26	3083.4	0
46	27	2935.75	0
46	28	3043.37	0
46	29	3099.76	0
46	30	3050.75	0
46	31	3007.04	0
47	0	2960.73	0
47	1	3094.9	0
47	2	3008.35	0
47	3	3047.54	0
47	4	3043.21	0
47	5	3027.43	0
47	6	2984.94	0
47	7	3058.07	0
47	8	3022.37	0
47	9	2951.94	0
47	10	2973.1	0
47	11	2904.14	0
47	12	3054.67	0
47	13	3054.38	0
47	14	3029.72	0
47	15	3011.79	0
47	16	2948.91	0
47	17	3040.29	0
47	18	2967.5	0
47	19	3077.95	0
47	20	3015.41	0
47	21	2960.84	0
47	22	2975.89	0
47	23	2907.11	0
47	24	3088.23	0
47	25	3115.84	0
47	26	3030.14	0
47	27	3033.57	0
47	28	3022.74	0
47	29	3041.36	0
47	30	2908.79	0
47	31	3137.88	0
48	0	2956.41	0
48	1	2940.35	0
48	2	2933.39	0
48	3	2976.69	0
48	4	2979.26	0
48	5	2949.51	0
48	6	2958.96	0
48	7	3113.16	0
48	8	3064.88	0
48	9	2949.65	0
48	10	2898.96	0
48	11	3057.98	0
48	12	3015.13	0
48	13	3014.87	0
48	14	3042.71	0
48	15	3087.08	0
48	16	3037.59	0
48	17	3440.32	0
48	18	-1	-1
48	19	3157.43	0
48	20	3118.27	0
48	21	3054.61	0
48	22	2969.27	0
48	23	3082.36	0
48	24	3035.94	0
48	25	3116.43	0
48	26	3056.65	0
48	27	3112.59	0
48	28	2918.2	0
48	29	3049.81	0
48	30	-1	-1
48	31	2991.78	0
49	0	3026.34	0
49	1	2950.77	0
49	2	2969.76	0
49	3	3017.32	0
49	4	2968.92	0
49	5	2916.94	0
49	6	3138.66	0
49	7	2970.51	0
49	8	3097.01	0
49	9	3073.26	0
49	10	3074.68	0
49	11	2985.85	0
49	12	3054.23	0
49	13	2955.74	0
49	14	2985.73	0
49	15	2990.89	0
49	16	3051.72	0
49	17	3036.19	0
49	18	3310.44	0
49	19	3076.53	0
49	20	3166.76	0
49	21	3102.49	0
49	22	3145.39	0
49	23	3045.64	0
49	24	3080.18	0
49	25	2974.12	0
49	26	3007.02	0
49	27	3067.46	0
49	28	3060.65	0
49	29	2947.72	0
49	30	2977.67	0
49	31	2965.51	0
50	0	2931.88	0
50	1	2961.63	0
50	2	3002.78	0
50	3	2972.38	0
50	4	2909.47	0
50	5	3150.49	0
50	6	2992.9	0
50	7	2898.35	0
50	8	2952.44	0
50	9	3102.43	0
50	10	2982.27	0
50	11	3051.11	0
50	12	2942.25	0
50	13	3085.77	0
50	14	3047.47	0
50	15	3035.46	0
50	16	2974.79	0
50	17	3184.01	0
50	18	2983.32	0
50	19	3023.41	0
50	20	3065.1	0
50	21	3202.64	0
50	22	3014.13	0
50	23	3099.66	0
50	24	2952.74	0
50	25	3131.42	0
50	26	3160.93	0
50	27	3135.72	0
50	28	2974.01	0
50	29	3039.63	0
50	30	2946.33	0
50	31	3041.34	0
51	0	2976.39	0
51	1	2934.96	0
51	2	2952.23	0
51	3	2968.95	0
51	4	3114.34	0
51	5	3014.05	0
51	6	3060.57	0
51	7	3068.79	0
51	8	2909.41	0
51	9	2953.51	0
51	10	3029.63	0
51	11	2991.7	0
51	12	3043.2	0
51	13	2989.19	0
51	14	3042.02	0
51	15	3080.52	0
51	16	3167.73	0
51	17	3010.85	0
51	18	3079.1	0
51	19	3152.43	0
51	20	3021.43	0
51	21	3039.19	0
51	22	3023.47	0
51	23	2982.01	0
51	24	3096.03	0
51	25	3031.33	0
51	26	3072.15	0
51	27	3124.46	0
51	28	3028.95	0
51	29	2922.99	0
51	30	3085.07	0
51	31	3124.16	0
52	0	2892.6	0
52	1	2995.87	0
52	2	2970.11	0
52	3	2944.01	0
52	4	2984.11	0
52	5	2986.86	0
52	6	2890.19	0
52	7	2936.15	0
52	8	3052.82	0
52	9	2958.97	0
52	10	2947.37	0
52	11	3074.36	0
52	12	2997.53	0
52	13	2983.59	0
52	14	2985.58	0
52	15	3033.61	0
52	16	3011.33	0
52	17	3070.36	0
52	18	2948.36	0
52	19	3144.2	0
52	20	3101.93	0
52	21	3020.24	0
52	22	2989.01	0
52	23	3091.71	0
52	24	3038.15	0
52	25	3102.88	0
52	26	2980.37	0
52	27	3115.78	0
52	28	2936.86	0
52	29	3048.27	0
52	30	2960.09	0
52	31	3033.55	0
53	0	3026.75	0
53	1	3010.15	0
53	2	3030.71	0
53	3	2995.4	0
53	4	3082.72	0
53	5	2892.95	0
53	6	3144.43	0
53	7	3008.15	0
53	8	3018.96	0
53	9	3001.11	0
53	10	3029.86	0
53	11	2925.26	0
53	12	3114.57	0
53	13	3090.82	0
53	14	3122.4	0
53	15	2964.12	0
53	16	3118.69	0
53	17	2940.08	0
53	18	3169.24	0
53	19	3116.14	0
53	20	3042.12	0
53	21	3100.81	0
53	22	3007.71	0
53	23	3028.69	0
53	24	3172.6	0
53	25	3075.41	0
53	26	3145.21	0
53	27	3006.8	0
53	28	3010.1	0
53	29	2945.1	0
53	30	3064.13	0
53	31	3079.28	0
54	0	2910.15	0
54	1	2910.65	0
54	2	2965.03	0
54	3	3027.44	0
54	4	2871.31	0
54	5	3084	0
54	6	3018	0
54	7	2971.73	0
54	8	3090.3	0
54	9	2989.28	0
54	10	2967.06	0
54	11	2994.84	0
54	12	2966.6	0
54	13	3051.27	0
54	14	3077.41	0
54	15	3119.89	0
54	16	3017.86	0
54	17	3173.07	0
54	18	3081.79	0
54	19	3050.28	0
54	20	3109.2	0
54	21	3075.66	0
54	22	3024.41	0
54	23	3017.3	0
54	24	2999.74	0
54	25	3079.1	0
54	26	3114.04	0
54	27	3128.18	0
54	28	2987.41	0
54	29	3000.91	0
54	30	2986.87	0
54	31	3008.3	0
55	0	2958.08	0
55	1	2936.69	0
55	2	2918.08	0
55	3	3018.66	0
55	4	3046.4	0
55	5	3016.35	0
55	6	3087.59	0
55	7	3039.24	0
55	8	2937.93	0
55	9	2982.7	0
55	10	2998.22	0
55	11	2954.42	0
55	12	3044.51	0
55	13	2989.01	0
55	14	2985.01	0
55	15	3118.32	0
55	16	3116.61	0
55	17	3103.85	0
55	18	3192.3	0
55	19	3132.69	0
55	20	3033.06	0
55	21	3060.06	0
55	22	3039.62	0
55	23	2933.06	0
55	24	3024.4	0
55	25	3068.29	0
55	26	3080.69	0
55	27	3111.71	0
55	28	2963.97	0
55	29	2962.8	0
55	30	3000.5	0
55	31	3178.2	0
56	0	2959.79	0
56	1	2966.32	0
56	2	2932.25	0
56	3	2903.62	0
56	4	3021.23	0
56	5	3087.76	0
56	6	2934.77	0
56	7	2975.16	0
56	8	3046.78	0
56	9	2928.12	0
56	10	2988.33	0
56	11	2980.38	0
56	12	3010.68	0
56	13	3084.87	0
56	14	2985.58	0
56	15	2958.52	0
56	16	3105.17	0
56	17	3114.36	0
56	18	3021.65	0
56	19	3083.85	0
56	20	3118.34	0
56	21	3016.46	0
56	22	3019.39	0
56	23	3067.85	0
56	24	3066.68	0
56	25	3147.21	0
56	26	3060.28	0
56	27	3088.61	0
56	28	2974.96	0
56	29	3048.2	0
56	30	2991.62	0
56	31	2993.18	0
57	0	3062.93	0
57	1	2993.38	0
57	2	2982.22	0
57	3	2964.33	0
57	4	3078.22	0
57	5	2902.01	0
57	6	3064.68	0
57	7	3002.89	0
57	8	2985.63	0
57	9	3082.04	0
57	10	2964.57	0
57	11	2969.42	0
57	12	3007.98	0
57	13	3111.15	0
57	14	3089.29	0
57	15	2951.01	0
57	16	3131.74	0
57	17	3008.25	0
57	18	3119.67	0
57	19	3131.91	0
57	20	3063.37	0
57	21	3151.83	0
57	22	2991.49	0
57	23	3050.13	0
57	24	3043.5	0
57	25	3123.03	0
57	26	3134.02	0
57	27	3058.56	0
57	28	3023.74	0
57	29	3022.19	0
57	30	2959.02	0
57	31	3075.05	0
58	0	2906.94	0
58	1	2925.31	0
58	2	2965.21	0
58	3	2995.74	0
58	4	2946.85	0
58	5	3001.68	0
58	6	3014.86	0
58	7	2912.49	0
58	8	2950.26	0
58	9	2965.54	0
58	10	2958.12	0
58	11	2990.18	0
58	12	2965.34	0
58	13	2989.7	0
58	14	3102.32	0
58	15	3026.5	0
58	16	3016.99	0
58	17	3044.6	0
58	18	3102.64	0
58	19	3005.54	0
58	20	3020.37	0
58	21	3047.43	0
58	22	3046.61	0
58	23	2995.08	0
58	24	2947.59	0
58	25	3090.21	0
58	26	3131.08	0
58	27	3122.67	0
58	28	2994.9	0
58	29	2973.7	0
58	30	2936.59	0
58	31	3006.74	0
59	0	2951.87	0
59	1	3013.86	0
59	2	2973.77	0
59	3	3001.02	0
59	4	2967.11	0
59	5	2965.03	0
59	6	3036.13	0
59	7	3094.64	0
59	8	2887.65	0
59	9	3044.31	0
59	10	3018.8	0
59	11	3027.85	0
59	12	3011.37	0
59	13	3039.03	0
59	14	2941.17	0
59	15	3059.93	0
59	16	3039.59	0
59	17	2994.7	0
59	18	3143.03	0
59	19	3160.82	0
59	20	2982.64	0
59	21	3144.81	0
59	22	3076.01	0
59	23	3074.67	0
59	24	3005.61	0
59	25	3025.65	0
59	26	3015.03	0
59	27	3024.98	0
59	28	2973.15	0
59	29	3029.54	0
59	30	3026.16	0
59	31	3122.88	0
60	0	2962.37	0
60	1	3014.87	0
60	2	2971.97	0
60	3	2922.29	0
60	4	2900.65	0
60	5	3019.7	0
60	6	2938.82	0
60	7	2961.39	0
60	8	3065.17	0
60	9	3031.7	0
60	10	2973.89	0
60	11	2962.03	0
60	12	3025.71	0
60	13	3020.57	0
60	14	3017.14	0
60	15	2951.29	0
60	16	3006.28	0
60	17	3065.34	0
60	18	3009.78	0
60	19	3101.1	0
60	20	3146.66	0
60	21	3017.9	0
60	22	3051.24	0
60	23	3009.82	0
60	24	3092.18	0
60	25	3111.8	0
60	26	3103.55	0
60	27	3026.79	0
60	28	3010.68	0
60	29	2989.37	0
60	30	3014.03	0
60	31	2932.24	0
61	0	3023.52	0
61	1	2980.79	0
61	2	3041.52	0
61	3	3004.14	0
61	4	2980.6	0
61	5	3067.29	0
61	6	3100.8	0
61	7	3043.64	0
61	8	2961.93	0
61	9	3036.25	0
61	10	2968.4	0
61	11	3037.15	0
61	12	3056.95	0
61	13	3024.79	0
61	14	3014.91	0
61	15	3002.89	0
61	16	3072.87	0
61	17	3018.4	0
61	18	3066.06	0
61	19	3149.5	0
61	20	3075.18	0
61	21	3155.24	0
61	22	3006.55	0
61	23	3051.94	0
61	24	3086.73	0
61	25	3094.23	0
61	26	3083.09	0
61	27	3061.83	0
61	28	2911.99	0
61	29	3049.71	0
61	30	3034.04	0
61	31	3094.79	0
62	0	2916.44	0
62	1	2960.56	0
62	2	2967.26	0
62	3	2923.12	0
62	4	3230.06	0
62	5	3093.77	0
62	6	3055.74	0
62	7	3097.41	0
62	8	3101.7	0
62	9	2943.61	0
62	10	3051.88	0
62	11	3031.42	0
62	12	3029.43	0
62	13	2992.7	0
62	14	3040.4	0
62	15	3022.69	0
62	16	3036.24	0
62	17	3023.33	0
62	18	3026.1	0
62	19	3112	0
62	20	3147.61	0
62	21	3040.47	0
62	22	3072.67	0
62	23	3095.51	0
62	24	3046.73	0
62	25	3052.93	0
62	26	3003.94	0
62	27	3100.99	0
62	28	3032.46	0
62	29	3045.79	0
62	30	3062.75	0
62	31	3038.86	0
63	0	2971.6	0
63	1	3010.51	0
63	2	2950.72	0
63	3	3018.85	0
63	4	2952.89	0
63	5	3428.31	0
63	6	-1	-1
63	7	3144.73	0
63	8	3066.34	0
63	9	3076.67	0
63	10	2951.5	0
63	11	3063.72	0
63	12	2970.04	0
63	13	3040.53	0
63	14	2993.82	0
63	15	3037.85	0
63	16	3074.08	0
63	17	3008.95	0
63	18	3148.17	0
63	19	3205.38	0
63	20	3120.47	0
63	21	3159.33	0
63	22	3076.32	0
63	23	3106.6	0
63	24	2991.98	0
63	25	3109.36	0
63	26	3074.71	0
63	27	3019.55	0
63	28	3065.86	0
63	29	3058.59	0
63	30	3581.32	0
63	31	3132.71	0
