#col	row	gain	offset
27	24	2953.44	0
27	25	3043.48	0
27	26	3037.2	0
27	27	2980.39	0
27	28	3002.39	0
27	29	3050.79	0
27	30	2932.96	0
27	31	3154.92	0
28	0	3034.7	0
28	1	2977.98	0
28	2	3051.46	0
28	3	3038	0
28	4	2887.64	0
28	5	3043.9	0
28	6	2966.31	0
28	7	2982.72	0
28	8	3014.03	0
28	9	2875.1	0
28	10	3014.14	0
28	11	2917.71	0
28	12	3039.24	0
28	13	3087.09	0
28	14	3051.32	0
28	15	2982.55	0
28	16	2957.3	0
28	17	3092.12	0
28	18	3031.3	0
28	19	2991.79	0
28	20	3092.37	0
28	21	3038.18	0
28	22	3028.56	0
28	23	2901.93	0
28	24	2995.26	0
28	25	3084.52	0
28	26	3074.01	0
28	27	3060.28	0
28	28	3014.62	0
28	29	2913.39	0
28	30	3008.42	0
28	31	2934.96	0
29	0	3006.15	0
29	1	3080.52	0
29	2	2995.61	0
29	3	3076.15	0
29	4	3051.16	0
29	5	3028.9	0
29	6	3006.31	0
29	7	3009.75	0
29	8	3041.29	0
29	9	2989.31	0
29	10	2940.47	0
29	11	3026.47	0
29	12	3026.08	0
29	13	3013.09	0
29	14	3085.5	0
29	15	3001.6	0
29	16	3084.93	0
29	17	3031.57	0
29	18	3020.99	0
29	19	3089.53	0
29	20	2965.46	0
29	21	3087.57	0
29	22	2958.99	0
29	23	3021.55	0
29	24	2992.73	0
29	25	3027.29	0
29	26	3099.52	0
29	27	3051.87	0
29	28	2894.25	0
29	29	3002.41	0
29	30	2981.54	0
29	31	3038.75	0
30	0	3036.54	0
30	1	3100.11	0
30	2	3086.07	0
30	3	2959.94	0
30	4	2975.89	0
30	5	3001.8	0
30	6	2900.32	0
30	7	2959.01	0
30	8	3161.33	0
30	9	2995.95	0
30	10	2992.17	0
30	11	3044.55	0
30	12	3003.46	0
30	13	3003.45	0
30	14	3006.23	0
30	15	2982.76	0
30	16	3007.57	0
30	17	3030.66	0
30	18	2980.1	0
30	19	3059.77	0
30	20	3065.78	0
30	21	2924	0
30	22	3026.21	0
30	23	3076.18	0
30	24	3001.6	0
30	25	3031.87	0
30	26	3032.48	0
30	27	3074.14	0
30	28	3021.24	0
30	29	3032.11	0
30	30	3021.12	0
30	31	2965.81	0
31	0	2957.4	0
31	1	3068.02	0
31	2	3018.87	0
31	3	3046.71	0
31	4	2931.79	0
31	5	2887.55	0
31	6	3043.86	0
31	7	3032.2	0
31	8	3207.01	0
31	9	-1	-1
31	10	3009.73	0
31	11	2983.31	0
31	12	2914.39	0
31	13	3028.7	0
31	14	3008.89	0
31	15	2994.66	0
31	16	2957.66	0
31	17	2930.91	0
31	18	3112.82	0
31	19	3112.11	0
31	20	3042.09	0
31	21	3058.32	0
31	22	2991.38	0
31	23	3004.18	0
31	24	2950.85	0
31	25	3108.14	0
31	26	3041.26	0
31	27	2932.71	0
31	28	2968.38	0
31	29	2932.79	0
31	30	2930.91	0
31	31	3151.91	0
32	0	3028.63	0
32	1	2987.06	0
32	2	3060.86	0
32	3	2960.77	0
32	4	2940.95	0
32	5	3078.24	0
32	6	2968.89	0
32	7	3060.22	0
32	8	3009.76	0
32	9	3044.85	0
32	10	2943.75	0
32	11	3001.58	0
32	12	2904.33	0
32	13	2999.33	0
32	14	3062.61	0
32	15	2989.83	0
32	16	2915.45	0
32	17	3089.25	0
32	18	3042.39	0
32	19	3075.22	0
32	20	3007.92	0
32	21	3109.81	0
32	22	2987.45	0
32	23	3065.57	0
32	24	2914.48	0
32	25	3050.9	0
32	26	3044.49	0
32	27	2903.77	0
32	28	2874.07	0
32	29	3043.26	0
32	30	3008.28	0
32	31	2972.37	0
33	0	3021.66	0
33	1	2988.05	0
33	2	3088.96	0
33	3	3024.76	0
33	4	3126.31	0
33	5	3006.03	0
33	6	3014.28	0
33	7	3004.1	0
33	8	2965.32	0
33	9	3000.89	0
33	10	3016.42	0
33	11	2848.29	0
33	12	3109.64	0
33	13	2966.35	0
33	14	3078.54	0
33	15	3046.73	0
33	16	3099.54	0
33	17	2960.8	0
33	18	3007.44	0
33	19	2947.44	0
33	20	3043.28	0
33	21	3004.28	0
33	22	3034.3	0
33	23	2875.71	0
33	24	3184.82	0
33	25	2952.67	0
33	26	3062.73	0
33	27	3012.64	0
33	28	3056.21	0
33	29	2964.23	0
33	30	3046.12	0
33	31	2963.58	0
34	0	2981.54	0
34	1	3006.23	0
34	2	2999.35	0
34	3	3044.76	0
34	4	2982.12	0
34	5	3067.87	0
34	6	2935.59	0
34	7	3067.53	0
34	8	3087.29	0
34	9	3046.01	0
34	10	2884.64	0
34	11	3128.75	0
34	12	2929.14	0
34	13	2955.67	0
34	14	2945.72	0
34	15	3029.57	0
34	16	2973.32	0
34	17	3093.2	0
34	18	2917.46	0
34	19	3083.24	0
34	20	3052.05	0
34	21	3063.12	0
34	22	2873.9	0
34	23	3169.4	0
34	24	2972.12	0
34	25	2973.84	0
34	26	2972.33	0
34	27	3150.06	0
34	28	2968.98	0
34	29	3072.08	0
34	30	2919.9	0
34	31	3007.95	0
35	0	2976.68	0
35	1	3031.78	0
35	2	2954.03	0
35	3	2959.56	0
35	4	3054.97	0
35	5	2974.03	0
35	6	3083.34	0
35	7	3023.55	0
35	8	3028.69	0
35	9	3010.09	0
35	10	3107.03	0
35	11	2935.44	0
35	12	3029.36	0
35	13	3017.89	0
35	14	2962.17	0
35	15	2951.17	0
35	16	3041.83	0
35	17	2873.08	0
35	18	3100.88	0
35	19	2968.46	0
35	20	3108.91	0
35	21	3067.17	0
35	22	3164.64	0
35	23	2966.24	0
35	24	3040.55	0
35	25	3039.82	0
35	26	2994.25	0
35	27	-1	-1
35	28	3021.41	0
35	29	2938.04	0
35	30	3105.89	0
35	31	3142.86	0
36	0	3000.36	0
36	1	3062.82	0
36	2	2995.79	0
36	3	2933.85	0
36	4	2952.57	0
36	5	3121.92	0
36	6	2966.95	0
36	7	2995.63	0
36	8	2982.26	0
36	9	3010.57	0
36	10	3012.86	0
36	11	3021.82	0
36	12	2838.88	0
36	13	3073.57	0
36	14	3005.83	0
36	15	2924.98	0
36	16	2962.52	0
36	17	3031.63	0
36	18	3031.22	0
36	19	3061.59	0
36	20	2983.78	0
36	21	3053.35	0
36	22	2994.94	0
36	23	3026.05	0
36	24	2885.67	0
36	25	3129.87	0
36	26	3029.05	0
36	27	2957.07	0
36	28	2947.66	0
36	29	3091.16	0
36	30	2980.83	0
36	31	3021.83	0
37	0	3019.87	0
37	1	2968.77	0
37	2	2989.9	0
37	3	3004.88	0
37	4	3047.93	0
37	5	2940.14	0
37	6	3100.51	0
37	7	3060.89	0
37	8	3090.52	0
37	9	2970.38	0
37	10	3050.22	0
37	11	2920.32	0
37	12	3094.62	0
37	13	2930.97	0
37	14	3019.57	0
37	15	2977.21	0
37	16	2997.24	0
37	17	2952.83	0
37	18	3117.97	0
37	19	3104.99	0
37	20	3113.72	0
37	21	2969.97	0
37	22	3104.57	0
37	23	2967.91	0
37	24	3147.74	0
37	25	3014.13	0
37	26	3008.26	0
37	27	2990.21	0
37	28	3062.7	0
37	29	2986.77	0
37	30	3119.36	0
37	31	3057.48	0
38	0	3012.97	0
38	1	2902.37	0
38	2	3038.11	0
38	3	2995.75	0
38	4	2948.96	0
38	5	3029.57	0
38	6	2985.44	0
38	7	3028.32	0
38	8	3088.35	0
38	9	3063.03	0
38	10	2954.44	0
38	11	3091.65	0
38	12	2943.35	0
38	13	2967.88	0
38	14	3020.47	0
38	15	3001.32	0
38	16	2991.78	0
38	17	3005.35	0
38	18	2924.87	0
38	19	3093.18	0
38	20	3120.08	0
38	21	3126.66	0
38	22	2966.31	0
38	23	3165.82	0
38	24	3043.06	0
38	25	2891.56	0
38	26	3057.87	0
38	27	2995.58	0
38	28	3034.21	0
38	29	3045.13	0
38	30	2944.97	0
38	31	3012.8	0
39	0	2929.49	0
39	1	3008.43	0
39	2	2939.52	0
39	3	2987.26	0
39	4	3018.88	0
39	5	2978.73	0
39	6	2992.94	0
39	7	2995.54	0
39	8	2996.03	0
39	9	3100.83	0
39	10	3050.1	0
39	11	2998.87	0
39	12	3077.02	0
39	13	3012.16	0
39	14	2967.6	0
39	15	2979.75	0
39	16	3000.02	0
39	17	2925.2	0
39	18	3006.29	0
39	19	3021.77	0
39	20	3041.44	0
39	21	3098.61	0
