#chan	aget	asad	cobo	row	col	detector	psa pad
47	0	2	0	17	14	0	line
48	0	2	0	17	9	0	line
49	0	2	0	27	9	0	line
50	0	2	0	26	15	0	line
51	0	2	0	16	10	0	line
52	0	2	0	16	15	0	line
53	0	2	0	25	11	0	line
54	0	2	0	26	12	0	line
55	0	2	0	17	0	0	line
56	0	2	0	-1	-1	0	none
57	0	2	0	18	12	0	line
58	0	2	0	26	1	0	line
59	0	2	0	27	13	0	line
60	0	2	0	16	1	0	line
61	0	2	0	17	13	0	line
62	0	2	0	25	4	0	line
63	0	2	0	25	15	0	line
64	0	2	0	17	4	0	line
65	0	2	0	16	14	0	line
66	0	2	0	18	3	0	line
67	0	2	0	27	2	0	line
0	1	2	0	25	18	0	line
1	1	2	0	17	18	0	line
2	1	2	0	26	21	0	line
3	1	2	0	27	16	0	line
4	1	2	0	16	21	0	line
5	1	2	0	18	17	0	line
6	1	2	0	27	22	0	line
7	1	2	0	26	19	0	line
8	1	2	0	18	23	0	line
9	1	2	0	16	19	0	line
10	1	2	0	25	24	0	line
11	1	2	0	-1	-1	0	none
12	1	2	0	27	20	0	line
13	1	2	0	17	24	0	line
14	1	2	0	18	21	0	line
15	1	2	0	25	22	0	line
16	1	2	0	26	25	0	line
17	1	2	0	17	22	0	line
18	1	2	0	16	25	0	line
19	1	2	0	25	16	0	line
20	1	2	0	27	26	0	line
21	1	2	0	18	27	0	line
22	1	2	0	-1	-1	0	none
23	1	2	0	16	23	0	line
24	1	2	0	26	23	0	line
25	1	2	0	25	28	0	line
26	1	2	0	17	28	0	line
27	1	2	0	18	25	0	line
28	1	2	0	27	24	0	line
29	1	2	0	26	29	0	line
30	1	2	0	16	29	0	line
31	1	2	0	18	31	0	line
32	1	2	0	27	30	0	line
33	1	2	0	25	26	0	line
34	1	2	0	17	26	0	line
35	1	2	0	16	27	0	line
36	1	2	0	25	23	0	line
37	1	2	0	26	27	0	line
38	1	2	0	17	21	0	line
39	1	2	0	16	22	0	line
40	1	2	0	27	21	0	line
41	1	2	0	27	28	0	line
42	1	2	0	18	29	0	line
43	1	2	0	18	24	0	line
44	1	2	0	26	24	0	line
45	1	2	0	-1	-1	0	none
46	1	2	0	25	30	0	line
47	1	2	0	17	30	0	line
48	1	2	0	17	25	0	line
49	1	2	0	27	25	0	line
50	1	2	0	26	31	0	line
51	1	2	0	16	26	0	line
52	1	2	0	16	31	0	line
53	1	2	0	25	27	0	line
54	1	2	0	26	28	0	line
55	1	2	0	17	16	0	line
56	1	2	0	-1	-1	0	none
57	1	2	0	18	28	0	line
58	1	2	0	26	17	0	line
59	1	2	0	27	29	0	line
60	1	2	0	16	17	0	line
61	1	2	0	17	29	0	line
62	1	2	0	25	20	0	line
63	1	2	0	25	31	0	line
64	1	2	0	17	20	0	line
65	1	2	0	16	30	0	line
66	1	2	0	18	19	0	line
67	1	2	0	27	18	0	line
0	2	2	0	19	34	0	line
1	2	2	0	23	34	0	line
2	2	2	0	20	37	0	line
3	2	2	0	21	32	0	line
4	2	2	0	22	37	0	line
5	2	2	0	24	33	0	line
6	2	2	0	21	38	0	line
7	2	2	0	20	35	0	line
8	2	2	0	24	39	0	line
9	2	2	0	22	35	0	line
10	2	2	0	19	40	0	line
11	2	2	0	-1	-1	0	none
12	2	2	0	21	36	0	line
13	2	2	0	23	40	0	line
14	2	2	0	24	37	0	line
15	2	2	0	19	38	0	line
16	2	2	0	20	41	0	line
17	2	2	0	23	38	0	line
18	2	2	0	22	41	0	line
19	2	2	0	19	32	0	line
20	2	2	0	21	42	0	line
21	2	2	0	24	43	0	line
22	2	2	0	-1	-1	0	none
23	2	2	0	22	39	0	line
24	2	2	0	20	39	0	line
25	2	2	0	19	44	0	line
26	2	2	0	23	44	0	line
27	2	2	0	24	41	0	line
28	2	2	0	21	40	0	line
29	2	2	0	20	45	0	line
30	2	2	0	22	45	0	line
31	2	2	0	24	47	0	line
32	2	2	0	21	46	0	line
33	2	2	0	19	42	0	line
34	2	2	0	23	42	0	line
35	2	2	0	22	43	0	line
36	2	2	0	19	39	0	line
37	2	2	0	20	43	0	line
38	2	2	0	23	37	0	line
39	2	2	0	22	38	0	line
40	2	2	0	21	37	0	line
41	2	2	0	21	44	0	line
42	2	2	0	24	45	0	line
43	2	2	0	24	40	0	line
44	2	2	0	20	40	0	line
45	2	2	0	-1	-1	0	none
46	2	2	0	19	46	0	line
47	2	2	0	23	46	0	line
48	2	2	0	23	41	0	line
49	2	2	0	21	41	0	line
50	2	2	0	20	47	0	line
51	2	2	0	22	42	0	line
52	2	2	0	22	47	0	line
53	2	2	0	19	43	0	line
54	2	2	0	20	44	0	line
55	2	2	0	23	32	0	line
56	2	2	0	-1	-1	0	none
57	2	2	0	24	44	0	line
58	2	2	0	20	33	0	line
59	2	2	0	21	45	0	line
60	2	2	0	22	33	0	line
61	2	2	0	23	45	0	line
62	2	2	0	19	36	0	line
63	2	2	0	19	47	0	line
64	2	2	0	23	36	0	line
65	2	2	0	22	46	0	line
66	2	2	0	24	35	0	line
67	2	2	0	21	34	0	line
0	3	2	0	25	50	0	line
1	3	2	0	17	50	0	line
2	3	2	0	26	53	0	line
3	3	2	0	27	48	0	line
4	3	2	0	16	53	0	line
5	3	2	0	18	49	0	line
6	3	2	0	27	54	0	line
7	3	2	0	26	51	0	line
8	3	2	0	18	55	0	line
9	3	2	0	16	51	0	line
10	3	2	0	25	56	0	line
11	3	2	0	-1	-1	0	none
12	3	2	0	27	52	0	line
13	3	2	0	17	56	0	line
14	3	2	0	18	53	0	line
15	3	2	0	25	54	0	line
16	3	2	0	26	57	0	line
17	3	2	0	17	54	0	line
18	3	2	0	16	57	0	line
19	3	2	0	25	48	0	line
20	3	2	0	27	58	0	line
21	3	2	0	18	59	0	line
22	3	2	0	-1	-1	0	none
23	3	2	0	16	55	0	line
24	3	2	0	26	55	0	line
25	3	2	0	25	60	0	line
26	3	2	0	17	60	0	line
27	3	2	0	18	57	0	line
28	3	2	0	27	56	0	line
29	3	2	0	26	61	0	line
30	3	2	0	16	61	0	line
31	3	2	0	18	63	0	line
32	3	2	0	27	62	0	line
33	3	2	0	25	58	0	line
34	3	2	0	17	58	0	line
35	3	2	0	16	59	0	line
36	3	2	0	25	55	0	line
37	3	2	0	26	59	0	line
38	3	2	0	17	53	0	line
39	3	2	0	16	54	0	line
40	3	2	0	27	53	0	line
41	3	2	0	27	60	0	line
42	3	2	0	18	61	0	line
43	3	2	0	18	56	0	line
44	3	2	0	26	56	0	line
45	3	2	0	-1	-1	0	none
46	3	2	0	25	62	0	line
47	3	2	0	17	62	0	line
48	3	2	0	17	57	0	line
49	3	2	0	27	57	0	line
50	3	2	0	26	63	0	line
51	3	2	0	16	58	0	line
52	3	2	0	16	63	0	line
53	3	2	0	25	59	0	line
54	3	2	0	26	60	0	line
55	3	2	0	17	48	0	line
56	3	2	0	-1	-1	0	none
57	3	2	0	18	60	0	line
58	3	2	0	26	49	0	line
59	3	2	0	27	61	0	line
60	3	2	0	16	49	0	line
61	3	2	0	17	61	0	line
62	3	2	0	25	52	0	line
63	3	2	0	25	63	0	line
64	3	2	0	17	52	0	line
65	3	2	0	16	62	0	line
66	3	2	0	18	51	0	line
67	3	2	0	27	50	0	line
0	0	0	1	12	3	0	line
1	0	0	1	13	9	0	line
2	0	0	1	10	14	0	line
3	0	0	1	11	4	0	line
4	0	0	1	11	11	0	line
5	0	0	1	14	10	0	line
6	0	0	1	11	13	0	line
7	0	0	1	10	1	0	line
8	0	0	1	10	12	0	line
9	0	0	1	15	7	0	line
10	0	0	1	12	12	0	line
11	0	0	1	-1	-1	0	none
12	0	0	1	11	0	0	line
13	0	0	1	12	14	0	line
14	0	0	1	14	6	0	line
15	0	0	1	10	15	0	line
16	0	0	1	10	10	0	line
17	0	0	1	13	5	0	line
18	0	0	1	11	15	0	line
19	0	0	1	12	5	0	line
20	0	0	1	11	9	0	line
21	0	0	1	12	0	0	line
22	0	0	1	-1	-1	0	none
23	0	0	1	15	3	0	line
24	0	0	1	11	14	0	line
25	0	0	1	12	8	0	line
26	0	0	1	11	1	0	line
27	0	0	1	14	2	0	line
28	0	0	1	12	13	0	line
29	0	0	1	10	6	0	line
30	0	0	1	10	2	0	line
31	0	0	1	12	4	0	line
32	0	0	1	11	5	0	line
33	0	0	1	10	11	0	line
34	0	0	1	13	1	0	line
35	0	0	1	10	0	0	line
36	0	0	1	10	13	0	line
37	0	0	1	11	10	0	line
38	0	0	1	14	4	0	line
39	0	0	1	13	3	0	line
40	0	0	1	12	15	0	line
41	0	0	1	12	9	0	line
42	0	0	1	12	2	0	line
43	0	0	1	15	1	0	line
44	0	0	1	11	12	0	line
45	0	0	1	-1	-1	0	none
46	0	0	1	10	7	0	line
47	0	0	1	11	3	0	line
48	0	0	1	14	0	0	line
49	0	0	1	12	11	0	line
50	0	0	1	11	6	0	line
51	0	0	1	15	15	0	line
52	0	0	1	10	4	0	line
53	0	0	1	10	9	0	line
54	0	0	1	11	8	0	line
55	0	0	1	12	6	0	line
56	0	0	1	-1	-1	0	none
57	0	0	1	14	14	0	line
58	0	0	1	10	3	0	line
59	0	0	1	12	7	0	line
60	0	0	1	11	7	0	line
61	0	0	1	13	13	0	line
62	0	0	1	12	1	0	line
63	0	0	1	10	5	0	line
64	0	0	1	12	10	0	line
65	0	0	1	15	11	0	line
66	0	0	1	10	8	0	line
67	0	0	1	11	2	0	line
0	1	0	1	12	19	0	line
1	1	0	1	13	25	0	line
2	1	0	1	10	30	0	line
3	1	0	1	11	20	0	line
4	1	0	1	11	27	0	line
5	1	0	1	14	26	0	line
6	1	0	1	11	29	0	line
7	1	0	1	10	17	0	line
8	1	0	1	10	28	0	line
9	1	0	1	15	23	0	line
10	1	0	1	12	28	0	line
11	1	0	1	-1	-1	0	none
12	1	0	1	11	16	0	line
13	1	0	1	12	30	0	line
14	1	0	1	14	22	0	line
15	1	0	1	10	31	0	line
16	1	0	1	10	26	0	line
17	1	0	1	13	21	0	line
18	1	0	1	11	31	0	line
19	1	0	1	12	21	0	line
20	1	0	1	11	25	0	line
21	1	0	1	12	16	0	line
22	1	0	1	-1	-1	0	none
23	1	0	1	15	19	0	line
24	1	0	1	11	30	0	line
25	1	0	1	12	24	0	line
26	1	0	1	11	17	0	line
27	1	0	1	14	18	0	line
28	1	0	1	12	29	0	line
29	1	0	1	10	22	0	line
30	1	0	1	10	18	0	line
31	1	0	1	12	20	0	line
32	1	0	1	11	21	0	line
33	1	0	1	10	27	0	line
34	1	0	1	13	17	0	line
35	1	0	1	10	16	0	line
36	1	0	1	10	29	0	line
37	1	0	1	11	26	0	line
38	1	0	1	14	20	0	line
39	1	0	1	13	19	0	line
40	1	0	1	12	31	0	line
41	1	0	1	12	25	0	line
42	1	0	1	12	18	0	line
43	1	0	1	15	17	0	line
44	1	0	1	11	28	0	line
45	1	0	1	-1	-1	0	none
46	1	0	1	10	23	0	line
47	1	0	1	11	19	0	line
48	1	0	1	14	16	0	line
49	1	0	1	12	27	0	line
50	1	0	1	11	22	0	line
51	1	0	1	15	31	0	line
52	1	0	1	10	20	0	line
53	1	0	1	10	25	0	line
54	1	0	1	11	24	0	line
55	1	0	1	12	22	0	line
56	1	0	1	-1	-1	0	none
57	1	0	1	14	30	0	line
58	1	0	1	10	19	0	line
59	1	0	1	12	23	0	line
60	1	0	1	11	23	0	line
61	1	0	1	13	29	0	line
62	1	0	1	12	17	0	line
63	1	0	1	10	21	0	line
64	1	0	1	12	26	0	line
65	1	0	1	15	27	0	line
66	1	0	1	10	24	0	line
67	1	0	1	11	18	0	line
0	2	0	1	10	40	0	line
1	2	0	1	15	34	0	line
2	2	0	1	15	43	0	line
3	2	0	1	12	42	0	line
4	2	0	1	13	47	0	line
5	2	0	1	13	36	0	line
6	2	0	1	13	45	0	line
7	2	0	1	11	39	0	line
8	2	0	1	15	45	0	line
9	2	0	1	14	33	0	line
10	2	0	1	14	46	0	line
11	2	0	1	-1	-1	0	none
12	2	0	1	12	38	0	line
13	2	0	1	14	44	0	line
14	2	0	1	13	32	0	line
15	2	0	1	10	36	0	line
16	2	0	1	15	47	0	line
17	2	0	1	14	47	0	line
18	2	0	1	13	43	0	line
19	2	0	1	14	38	0	line
20	2	0	1	14	32	0	line
21	2	0	1	15	41	0	line
22	2	0	1	-1	-1	0	none
23	2	0	1	13	46	0	line
24	2	0	1	11	35	0	line
25	2	0	1	15	33	0	line
26	2	0	1	14	40	0	line
27	2	0	1	15	44	0	line
28	2	0	1	12	34	0	line
29	2	0	1	13	35	0	line
30	2	0	1	13	39	0	line
31	2	0	1	15	37	0	line
32	2	0	1	14	36	0	line
33	2	0	1	10	32	0	line
34	2	0	1	14	43	0	line
35	2	0	1	13	42	0	line
36	2	0	1	10	34	0	line
37	2	0	1	13	33	0	line
38	2	0	1	15	46	0	line
39	2	0	1	14	45	0	line
40	2	0	1	12	36	0	line
41	2	0	1	14	34	0	line
42	2	0	1	15	40	0	line
43	2	0	1	13	44	0	line
44	2	0	1	11	33	0	line
45	2	0	1	-1	-1	0	none
46	2	0	1	15	35	0	line
47	2	0	1	14	39	0	line
48	2	0	1	15	42	0	line
49	2	0	1	12	32	0	line
50	2	0	1	13	37	0	line
51	2	0	1	14	41	0	line
52	2	0	1	13	38	0	line
53	2	0	1	11	47	0	line
54	2	0	1	12	46	0	line
55	2	0	1	15	36	0	line
56	2	0	1	-1	-1	0	none
57	2	0	1	13	40	0	line
58	2	0	1	15	39	0	line
59	2	0	1	10	44	0	line
60	2	0	1	14	35	0	line
61	2	0	1	15	38	0	line
62	2	0	1	14	42	0	line
63	2	0	1	11	43	0	line
64	2	0	1	15	32	0	line
65	2	0	1	14	37	0	line
66	2	0	1	13	34	0	line
67	2	0	1	13	41	0	line
0	3	0	1	12	51	0	line
1	3	0	1	13	57	0	line
2	3	0	1	10	62	0	line
3	3	0	1	11	52	0	line
4	3	0	1	11	59	0	line
5	3	0	1	14	58	0	line
6	3	0	1	11	61	0	line
7	3	0	1	10	49	0	line
8	3	0	1	10	60	0	line
9	3	0	1	15	55	0	line
10	3	0	1	12	60	0	line
11	3	0	1	-1	-1	0	none
12	3	0	1	11	48	0	line
13	3	0	1	12	62	0	line
14	3	0	1	14	54	0	line
15	3	0	1	10	63	0	line
16	3	0	1	10	58	0	line
17	3	0	1	13	53	0	line
18	3	0	1	11	63	0	line
19	3	0	1	12	53	0	line
20	3	0	1	11	57	0	line
21	3	0	1	12	48	0	line
22	3	0	1	-1	-1	0	none
23	3	0	1	15	51	0	line
24	3	0	1	11	62	0	line
25	3	0	1	12	56	0	line
26	3	0	1	11	49	0	line
27	3	0	1	14	50	0	line
28	3	0	1	12	61	0	line
29	3	0	1	10	54	0	line
30	3	0	1	10	50	0	line
31	3	0	1	12	52	0	line
32	3	0	1	11	53	0	line
33	3	0	1	10	59	0	line
34	3	0	1	13	49	0	line
35	3	0	1	10	48	0	line
36	3	0	1	10	61	0	line
37	3	0	1	11	58	0	line
38	3	0	1	14	52	0	line
39	3	0	1	13	51	0	line
40	3	0	1	12	63	0	line
41	3	0	1	12	57	0	line
42	3	0	1	12	50	0	line
43	3	0	1	15	49	0	line
44	3	0	1	11	60	0	line
45	3	0	1	-1	-1	0	none
46	3	0	1	10	55	0	line
47	3	0	1	11	51	0	line
48	3	0	1	14	48	0	line
49	3	0	1	12	59	0	line
50	3	0	1	11	54	0	line
51	3	0	1	15	63	0	line
52	3	0	1	10	52	0	line
53	3	0	1	10	57	0	line
54	3	0	1	11	56	0	line
55	3	0	1	12	54	0	line
56	3	0	1	-1	-1	0	none
57	3	0	1	14	62	0	line
58	3	0	1	10	51	0	line
59	3	0	1	12	55	0	line
60	3	0	1	11	55	0	line
61	3	0	1	13	61	0	line
62	3	0	1	12	49	0	line
63	3	0	1	10	53	0	line
64	3	0	1	12	58	0	line
65	3	0	1	15	59	0	line
66	3	0	1	10	56	0	line
67	3	0	1	11	50	0	line
0	0	1	1	4	8	0	line
1	0	1	1	9	2	0	line
2	0	1	1	9	11	0	line
3	0	1	1	6	10	0	line
4	0	1	1	7	15	0	line
5	0	1	1	7	4	0	line
6	0	1	1	7	13	0	line
7	0	1	1	5	7	0	line
8	0	1	1	9	13	0	line
9	0	1	1	8	1	0	line
10	0	1	1	8	14	0	line
11	0	1	1	-1	-1	0	none
12	0	1	1	6	6	0	line
13	0	1	1	8	12	0	line
14	0	1	1	7	0	0	line
15	0	1	1	4	4	0	line
16	0	1	1	9	15	0	line
17	0	1	1	8	15	0	line
18	0	1	1	7	11	0	line
19	0	1	1	8	6	0	line
20	0	1	1	8	0	0	line
21	0	1	1	9	9	0	line
22	0	1	1	-1	-1	0	none
23	0	1	1	7	14	0	line
24	0	1	1	5	3	0	line
25	0	1	1	9	1	0	line
26	0	1	1	8	8	0	line
27	0	1	1	9	12	0	line
28	0	1	1	6	2	0	line
29	0	1	1	7	3	0	line
30	0	1	1	7	7	0	line
31	0	1	1	9	5	0	line
32	0	1	1	8	4	0	line
33	0	1	1	4	0	0	line
34	0	1	1	8	11	0	line
35	0	1	1	7	10	0	line
36	0	1	1	4	2	0	line
37	0	1	1	7	1	0	line
38	0	1	1	9	14	0	line
39	0	1	1	8	13	0	line
40	0	1	1	6	4	0	line
41	0	1	1	8	2	0	line
42	0	1	1	9	8	0	line
43	0	1	1	7	12	0	line
44	0	1	1	5	1	0	line
45	0	1	1	-1	-1	0	none
46	0	1	1	9	3	0	line
47	0	1	1	8	7	0	line
48	0	1	1	9	10	0	line
49	0	1	1	6	0	0	line
50	0	1	1	7	5	0	line
51	0	1	1	8	9	0	line
52	0	1	1	7	6	0	line
53	0	1	1	5	15	0	line
54	0	1	1	6	14	0	line
55	0	1	1	9	4	0	line
56	0	1	1	-1	-1	0	none
57	0	1	1	7	8	0	line
58	0	1	1	9	7	0	line
59	0	1	1	4	12	0	line
60	0	1	1	8	3	0	line
61	0	1	1	9	6	0	line
62	0	1	1	8	10	0	line
63	0	1	1	5	11	0	line
64	0	1	1	9	0	0	line
65	0	1	1	8	5	0	line
66	0	1	1	7	2	0	line
67	0	1	1	7	9	0	line
0	1	1	1	4	24	0	line
1	1	1	1	9	18	0	line
2	1	1	1	9	27	0	line
3	1	1	1	6	26	0	line
4	1	1	1	7	31	0	line
5	1	1	1	7	20	0	line
6	1	1	1	7	29	0	line
7	1	1	1	5	23	0	line
8	1	1	1	9	29	0	line
9	1	1	1	8	17	0	line
10	1	1	1	8	30	0	line
11	1	1	1	-1	-1	0	none
12	1	1	1	6	22	0	line
13	1	1	1	8	28	0	line
14	1	1	1	7	16	0	line
15	1	1	1	4	20	0	line
16	1	1	1	9	31	0	line
17	1	1	1	8	31	0	line
18	1	1	1	7	27	0	line
19	1	1	1	8	22	0	line
20	1	1	1	8	16	0	line
21	1	1	1	9	25	0	line
22	1	1	1	-1	-1	0	none
23	1	1	1	7	30	0	line
24	1	1	1	5	19	0	line
25	1	1	1	9	17	0	line
26	1	1	1	8	24	0	line
27	1	1	1	9	28	0	line
28	1	1	1	6	18	0	line
29	1	1	1	7	19	0	line
30	1	1	1	7	23	0	line
31	1	1	1	9	21	0	line
32	1	1	1	8	20	0	line
33	1	1	1	4	16	0	line
34	1	1	1	8	27	0	line
35	1	1	1	7	26	0	line
36	1	1	1	4	18	0	line
37	1	1	1	7	17	0	line
38	1	1	1	9	30	0	line
39	1	1	1	8	29	0	line
40	1	1	1	6	20	0	line
41	1	1	1	8	18	0	line
42	1	1	1	9	24	0	line
43	1	1	1	7	28	0	line
44	1	1	1	5	17	0	line
45	1	1	1	-1	-1	0	none
46	1	1	1	9	19	0	line
47	1	1	1	8	23	0	line
48	1	1	1	9	26	0	line
49	1	1	1	6	16	0	line
50	1	1	1	7	21	0	line
51	1	1	1	8	25	0	line
52	1	1	1	7	22	0	line
53	1	1	1	5	31	0	line
54	1	1	1	6	30	0	line
55	1	1	1	9	20	0	line
56	1	1	1	-1	-1	0	none
57	1	1	1	7	24	0	line
58	1	1	1	9	23	0	line
59	1	1	1	4	28	0	line
60	1	1	1	8	19	0	line
61	1	1	1	9	22	0	line
62	1	1	1	8	26	0	line
63	1	1	1	5	27	0	line
64	1	1	1	9	16	0	line
65	1	1	1	8	21	0	line
66	1	1	1	7	18	0	line
67	1	1	1	7	25	0	line
0	2	1	1	7	34	0	line
1	2	1	1	11	34	0	line
2	2	1	1	8	37	0	line
3	2	1	1	9	32	0	line
4	2	1	1	10	37	0	line
5	2	1	1	12	33	0	line
6	2	1	1	9	38	0	line
7	2	1	1	8	35	0	line
8	2	1	1	12	39	0	line
9	2	1	1	10	35	0	line
10	2	1	1	7	40	0	line
11	2	1	1	-1	-1	0	none
12	2	1	1	9	36	0	line
13	2	1	1	11	40	0	line
14	2	1	1	12	37	0	line
15	2	1	1	7	38	0	line
16	2	1	1	8	41	0	line
17	2	1	1	11	38	0	line
18	2	1	1	10	41	0	line
19	2	1	1	7	32	0	line
20	2	1	1	9	42	0	line
21	2	1	1	12	43	0	line
22	2	1	1	-1	-1	0	none
23	2	1	1	10	39	0	line
24	2	1	1	8	39	0	line
25	2	1	1	7	44	0	line
26	2	1	1	11	44	0	line
27	2	1	1	12	41	0	line
28	2	1	1	9	40	0	line
29	2	1	1	8	45	0	line
30	2	1	1	10	45	0	line
31	2	1	1	12	47	0	line
32	2	1	1	9	46	0	line
33	2	1	1	7	42	0	line
34	2	1	1	11	42	0	line
35	2	1	1	10	43	0	line
36	2	1	1	7	39	0	line
37	2	1	1	8	43	0	line
38	2	1	1	11	37	0	line
39	2	1	1	10	38	0	line
40	2	1	1	9	37	0	line
41	2	1	1	9	44	0	line
42	2	1	1	12	45	0	line
43	2	1	1	12	40	0	line
44	2	1	1	8	40	0	line
45	2	1	1	-1	-1	0	none
46	2	1	1	7	46	0	line
47	2	1	1	11	46	0	line
48	2	1	1	11	41	0	line
49	2	1	1	9	41	0	line
50	2	1	1	8	47	0	line
51	2	1	1	10	42	0	line
52	2	1	1	10	47	0	line
53	2	1	1	7	43	0	line
54	2	1	1	8	44	0	line
55	2	1	1	11	32	0	line
56	2	1	1	-1	-1	0	none
57	2	1	1	12	44	0	line
58	2	1	1	8	33	0	line
59	2	1	1	9	45	0	line
60	2	1	1	10	33	0	line
61	2	1	1	11	45	0	line
62	2	1	1	7	36	0	line
63	2	1	1	7	47	0	line
64	2	1	1	11	36	0	line
65	2	1	1	10	46	0	line
66	2	1	1	12	35	0	line
67	2	1	1	9	34	0	line
0	3	1	1	13	50	0	line
1	3	1	1	5	50	0	line
2	3	1	1	14	53	0	line
3	3	1	1	15	48	0	line
4	3	1	1	4	53	0	line
5	3	1	1	6	49	0	line
6	3	1	1	15	54	0	line
7	3	1	1	14	51	0	line
8	3	1	1	6	55	0	line
9	3	1	1	4	51	0	line
10	3	1	1	13	56	0	line
11	3	1	1	-1	-1	0	none
12	3	1	1	15	52	0	line
13	3	1	1	5	56	0	line
14	3	1	1	6	53	0	line
15	3	1	1	13	54	0	line
16	3	1	1	14	57	0	line
17	3	1	1	5	54	0	line
18	3	1	1	4	57	0	line
19	3	1	1	13	48	0	line
20	3	1	1	15	58	0	line
21	3	1	1	6	59	0	line
22	3	1	1	-1	-1	0	none
23	3	1	1	4	55	0	line
24	3	1	1	14	55	0	line
25	3	1	1	13	60	0	line
26	3	1	1	5	60	0	line
27	3	1	1	6	57	0	line
28	3	1	1	15	56	0	line
29	3	1	1	14	61	0	line
30	3	1	1	4	61	0	line
31	3	1	1	6	63	0	line
32	3	1	1	15	62	0	line
33	3	1	1	13	58	0	line
34	3	1	1	5	58	0	line
35	3	1	1	4	59	0	line
36	3	1	1	13	55	0	line
37	3	1	1	14	59	0	line
38	3	1	1	5	53	0	line
39	3	1	1	4	54	0	line
40	3	1	1	15	53	0	line
41	3	1	1	15	60	0	line
42	3	1	1	6	61	0	line
43	3	1	1	6	56	0	line
44	3	1	1	14	56	0	line
45	3	1	1	-1	-1	0	none
46	3	1	1	13	62	0	line
47	3	1	1	5	62	0	line
48	3	1	1	5	57	0	line
49	3	1	1	15	57	0	line
50	3	1	1	14	63	0	line
51	3	1	1	4	58	0	line
52	3	1	1	4	63	0	line
53	3	1	1	13	59	0	line
54	3	1	1	14	60	0	line
55	3	1	1	5	48	0	line
56	3	1	1	-1	-1	0	none
57	3	1	1	6	60	0	line
58	3	1	1	14	49	0	line
59	3	1	1	15	61	0	line
60	3	1	1	4	49	0	line
61	3	1	1	5	61	0	line
62	3	1	1	13	52	0	line
63	3	1	1	13	63	0	line
64	3	1	1	5	52	0	line
65	3	1	1	4	62	0	line
66	3	1	1	6	51	0	line
67	3	1	1	15	50	0	line
0	0	2	1	13	2	0	line
1	0	2	1	5	2	0	line
2	0	2	1	14	5	0	line
3	0	2	1	15	0	0	line
4	0	2	1	4	5	0	line
5	0	2	1	6	1	0	line
6	0	2	1	15	6	0	line
7	0	2	1	14	3	0	line
8	0	2	1	6	7	0	line
9	0	2	1	4	3	0	line
10	0	2	1	13	8	0	line
11	0	2	1	-1	-1	0	none
12	0	2	1	15	4	0	line
13	0	2	1	5	8	0	line
14	0	2	1	6	5	0	line
15	0	2	1	13	6	0	line
16	0	2	1	14	9	0	line
17	0	2	1	5	6	0	line
18	0	2	1	4	9	0	line
19	0	2	1	13	0	0	line
20	0	2	1	15	10	0	line
21	0	2	1	6	11	0	line
22	0	2	1	-1	-1	0	none
23	0	2	1	4	7	0	line
24	0	2	1	14	7	0	line
25	0	2	1	13	12	0	line
26	0	2	1	5	12	0	line
27	0	2	1	6	9	0	line
28	0	2	1	15	8	0	line
29	0	2	1	14	13	0	line
30	0	2	1	4	13	0	line
31	0	2	1	6	15	0	line
32	0	2	1	15	14	0	line
33	0	2	1	13	10	0	line
34	0	2	1	5	10	0	line
35	0	2	1	4	11	0	line
36	0	2	1	13	7	0	line
37	0	2	1	14	11	0	line
38	0	2	1	5	5	0	line
39	0	2	1	4	6	0	line
40	0	2	1	15	5	0	line
41	0	2	1	15	12	0	line
42	0	2	1	6	13	0	line
43	0	2	1	6	8	0	line
44	0	2	1	14	8	0	line
45	0	2	1	-1	-1	0	none
46	0	2	1	13	14	0	line
47	0	2	1	5	14	0	line
48	0	2	1	5	9	0	line
49	0	2	1	15	9	0	line
50	0	2	1	14	15	0	line
51	0	2	1	4	10	0	line
52	0	2	1	4	15	0	line
53	0	2	1	13	11	0	line
54	0	2	1	14	12	0	line
55	0	2	1	5	0	0	line
56	0	2	1	-1	-1	0	none
57	0	2	1	6	12	0	line
58	0	2	1	14	1	0	line
59	0	2	1	15	13	0	line
60	0	2	1	4	1	0	line
61	0	2	1	5	13	0	line
62	0	2	1	13	4	0	line
63	0	2	1	13	15	0	line
64	0	2	1	5	4	0	line
65	0	2	1	4	14	0	line
66	0	2	1	6	3	0	line
67	0	2	1	15	2	0	line
0	1	2	1	13	18	0	line
1	1	2	1	5	18	0	line
2	1	2	1	14	21	0	line
3	1	2	1	15	16	0	line
4	1	2	1	4	21	0	line
5	1	2	1	6	17	0	line
6	1	2	1	15	22	0	line
7	1	2	1	14	19	0	line
8	1	2	1	6	23	0	line
9	1	2	1	4	19	0	line
10	1	2	1	13	24	0	line
11	1	2	1	-1	-1	0	none
12	1	2	1	15	20	0	line
13	1	2	1	5	24	0	line
14	1	2	1	6	21	0	line
15	1	2	1	13	22	0	line
16	1	2	1	14	25	0	line
17	1	2	1	5	22	0	line
18	1	2	1	4	25	0	line
19	1	2	1	13	16	0	line
20	1	2	1	15	26	0	line
21	1	2	1	6	27	0	line
22	1	2	1	-1	-1	0	none
23	1	2	1	4	23	0	line
24	1	2	1	14	23	0	line
25	1	2	1	13	28	0	line
26	1	2	1	5	28	0	line
27	1	2	1	6	25	0	line
28	1	2	1	15	24	0	line
29	1	2	1	14	29	0	line
