#chan	aget	asad	cobo	row	col	detector	psa pad
30	1	2	1	4	29	0	line
31	1	2	1	6	31	0	line
32	1	2	1	15	30	0	line
33	1	2	1	13	26	0	line
34	1	2	1	5	26	0	line
35	1	2	1	4	27	0	line
36	1	2	1	13	23	0	line
37	1	2	1	14	27	0	line
38	1	2	1	5	21	0	line
39	1	2	1	4	22	0	line
40	1	2	1	15	21	0	line
41	1	2	1	15	28	0	line
42	1	2	1	6	29	0	line
43	1	2	1	6	24	0	line
44	1	2	1	14	24	0	line
45	1	2	1	-1	-1	0	none
46	1	2	1	13	30	0	line
47	1	2	1	5	30	0	line
48	1	2	1	5	25	0	line
49	1	2	1	15	25	0	line
50	1	2	1	14	31	0	line
51	1	2	1	4	26	0	line
52	1	2	1	4	31	0	line
53	1	2	1	13	27	0	line
54	1	2	1	14	28	0	line
55	1	2	1	5	16	0	line
56	1	2	1	-1	-1	0	none
57	1	2	1	6	28	0	line
58	1	2	1	14	17	0	line
59	1	2	1	15	29	0	line
60	1	2	1	4	17	0	line
61	1	2	1	5	29	0	line
62	1	2	1	13	20	0	line
63	1	2	1	13	31	0	line
64	1	2	1	5	20	0	line
65	1	2	1	4	30	0	line
66	1	2	1	6	19	0	line
67	1	2	1	15	18	0	line
0	2	2	1	6	35	0	line
1	2	2	1	7	41	0	line
2	2	2	1	4	46	0	line
3	2	2	1	5	36	0	line
4	2	2	1	5	43	0	line
5	2	2	1	8	42	0	line
6	2	2	1	5	45	0	line
7	2	2	1	4	33	0	line
8	2	2	1	4	44	0	line
9	2	2	1	9	39	0	line
10	2	2	1	6	44	0	line
11	2	2	1	-1	-1	0	none
12	2	2	1	5	32	0	line
13	2	2	1	6	46	0	line
14	2	2	1	8	38	0	line
15	2	2	1	4	47	0	line
16	2	2	1	4	42	0	line
17	2	2	1	7	37	0	line
18	2	2	1	5	47	0	line
19	2	2	1	6	37	0	line
20	2	2	1	5	41	0	line
21	2	2	1	6	32	0	line
22	2	2	1	-1	-1	0	none
23	2	2	1	9	35	0	line
24	2	2	1	5	46	0	line
25	2	2	1	6	40	0	line
26	2	2	1	5	33	0	line
27	2	2	1	8	34	0	line
28	2	2	1	6	45	0	line
29	2	2	1	4	38	0	line
30	2	2	1	4	34	0	line
31	2	2	1	6	36	0	line
32	2	2	1	5	37	0	line
33	2	2	1	4	43	0	line
34	2	2	1	7	33	0	line
35	2	2	1	4	32	0	line
36	2	2	1	4	45	0	line
37	2	2	1	5	42	0	line
38	2	2	1	8	36	0	line
39	2	2	1	7	35	0	line
40	2	2	1	6	47	0	line
41	2	2	1	6	41	0	line
42	2	2	1	6	34	0	line
43	2	2	1	9	33	0	line
44	2	2	1	5	44	0	line
45	2	2	1	-1	-1	0	none
46	2	2	1	4	39	0	line
47	2	2	1	5	35	0	line
48	2	2	1	8	32	0	line
49	2	2	1	6	43	0	line
50	2	2	1	5	38	0	line
51	2	2	1	9	47	0	line
52	2	2	1	4	36	0	line
53	2	2	1	4	41	0	line
54	2	2	1	5	40	0	line
55	2	2	1	6	38	0	line
56	2	2	1	-1	-1	0	none
57	2	2	1	8	46	0	line
58	2	2	1	4	35	0	line
59	2	2	1	6	39	0	line
60	2	2	1	5	39	0	line
61	2	2	1	7	45	0	line
62	2	2	1	6	33	0	line
63	2	2	1	4	37	0	line
64	2	2	1	6	42	0	line
65	2	2	1	9	43	0	line
66	2	2	1	4	40	0	line
67	2	2	1	5	34	0	line
0	3	2	1	4	56	0	line
1	3	2	1	9	50	0	line
2	3	2	1	9	59	0	line
3	3	2	1	6	58	0	line
4	3	2	1	7	63	0	line
5	3	2	1	7	52	0	line
6	3	2	1	7	61	0	line
7	3	2	1	5	55	0	line
8	3	2	1	9	61	0	line
9	3	2	1	8	49	0	line
10	3	2	1	8	62	0	line
11	3	2	1	-1	-1	0	none
12	3	2	1	6	54	0	line
13	3	2	1	8	60	0	line
14	3	2	1	7	48	0	line
15	3	2	1	4	52	0	line
16	3	2	1	9	63	0	line
17	3	2	1	8	63	0	line
18	3	2	1	7	59	0	line
19	3	2	1	8	54	0	line
20	3	2	1	8	48	0	line
21	3	2	1	9	57	0	line
22	3	2	1	-1	-1	0	none
23	3	2	1	7	62	0	line
24	3	2	1	5	51	0	line
25	3	2	1	9	49	0	line
26	3	2	1	8	56	0	line
27	3	2	1	9	60	0	line
28	3	2	1	6	50	0	line
29	3	2	1	7	51	0	line
30	3	2	1	7	55	0	line
31	3	2	1	9	53	0	line
32	3	2	1	8	52	0	line
33	3	2	1	4	48	0	line
34	3	2	1	8	59	0	line
35	3	2	1	7	58	0	line
36	3	2	1	4	50	0	line
37	3	2	1	7	49	0	line
38	3	2	1	9	62	0	line
39	3	2	1	8	61	0	line
40	3	2	1	6	52	0	line
41	3	2	1	8	50	0	line
42	3	2	1	9	56	0	line
43	3	2	1	7	60	0	line
44	3	2	1	5	49	0	line
45	3	2	1	-1	-1	0	none
46	3	2	1	9	51	0	line
47	3	2	1	8	55	0	line
48	3	2	1	9	58	0	line
49	3	2	1	6	48	0	line
50	3	2	1	7	53	0	line
51	3	2	1	8	57	0	line
52	3	2	1	7	54	0	line
53	3	2	1	5	63	0	line
54	3	2	1	6	62	0	line
55	3	2	1	9	52	0	line
56	3	2	1	-1	-1	0	none
57	3	2	1	7	56	0	line
58	3	2	1	9	55	0	line
59	3	2	1	4	60	0	line
60	3	2	1	8	51	0	line
61	3	2	1	9	54	0	line
62	3	2	1	8	58	0	line
63	3	2	1	5	59	0	line
64	3	2	1	9	48	0	line
65	3	2	1	8	53	0	line
66	3	2	1	7	50	0	line
67	3	2	1	7	57	0	line
0	0	3	1	0	8	0	line
1	0	3	1	3	2	0	line
2	0	3	1	3	11	0	line
3	0	3	1	0	12	0	line
4	0	3	1	1	15	0	line
5	0	3	1	1	4	0	line
6	0	3	1	1	13	0	line
7	0	3	1	0	4	0	line
8	0	3	1	3	13	0	line
9	0	3	1	2	1	0	line
10	0	3	1	2	14	0	line
11	0	3	1	-1	-1	0	none
12	0	3	1	0	0	0	line
13	0	3	1	2	12	0	line
14	0	3	1	1	0	0	line
15	0	3	1	0	14	0	line
16	0	3	1	3	15	0	line
17	0	3	1	2	15	0	line
18	0	3	1	1	11	0	line
19	0	3	1	2	6	0	line
20	0	3	1	2	0	0	line
21	0	3	1	3	9	0	line
22	0	3	1	-1	-1	0	none
23	0	3	1	1	14	0	line
24	0	3	1	0	10	0	line
25	0	3	1	3	1	0	line
26	0	3	1	2	8	0	line
27	0	3	1	3	12	0	line
28	0	3	1	0	6	0	line
29	0	3	1	1	3	0	line
30	0	3	1	1	7	0	line
31	0	3	1	3	5	0	line
32	0	3	1	2	4	0	line
33	0	3	1	0	2	0	line
34	0	3	1	2	11	0	line
35	0	3	1	1	10	0	line
36	0	3	1	0	11	0	line
37	0	3	1	1	1	0	line
38	0	3	1	3	14	0	line
39	0	3	1	2	13	0	line
40	0	3	1	0	15	0	line
41	0	3	1	2	2	0	line
42	0	3	1	3	8	0	line
43	0	3	1	1	12	0	line
44	0	3	1	0	7	0	line
45	0	3	1	-1	-1	0	none
46	0	3	1	3	3	0	line
47	0	3	1	2	7	0	line
48	0	3	1	3	10	0	line
49	0	3	1	0	3	0	line
50	0	3	1	1	5	0	line
51	0	3	1	2	9	0	line
52	0	3	1	1	6	0	line
53	0	3	1	0	13	0	line
54	0	3	1	0	9	0	line
55	0	3	1	3	4	0	line
56	0	3	1	-1	-1	0	none
57	0	3	1	1	8	0	line
58	0	3	1	3	7	0	line
59	0	3	1	0	5	0	line
60	0	3	1	2	3	0	line
61	0	3	1	3	6	0	line
62	0	3	1	2	10	0	line
63	0	3	1	0	1	0	line
64	0	3	1	3	0	0	line
65	0	3	1	2	5	0	line
66	0	3	1	1	2	0	line
67	0	3	1	1	9	0	line
0	1	3	1	0	24	0	line
1	1	3	1	3	18	0	line
2	1	3	1	3	27	0	line
3	1	3	1	0	28	0	line
4	1	3	1	1	31	0	line
5	1	3	1	1	20	0	line
6	1	3	1	1	29	0	line
7	1	3	1	0	20	0	line
8	1	3	1	3	29	0	line
9	1	3	1	2	17	0	line
10	1	3	1	2	30	0	line
11	1	3	1	-1	-1	0	none
12	1	3	1	0	16	0	line
13	1	3	1	2	28	0	line
14	1	3	1	1	16	0	line
15	1	3	1	0	30	0	line
16	1	3	1	3	31	0	line
17	1	3	1	2	31	0	line
18	1	3	1	1	27	0	line
19	1	3	1	2	22	0	line
20	1	3	1	2	16	0	line
21	1	3	1	3	25	0	line
22	1	3	1	-1	-1	0	none
23	1	3	1	1	30	0	line
24	1	3	1	0	26	0	line
25	1	3	1	3	17	0	line
26	1	3	1	2	24	0	line
27	1	3	1	3	28	0	line
28	1	3	1	0	22	0	line
29	1	3	1	1	19	0	line
30	1	3	1	1	23	0	line
31	1	3	1	3	21	0	line
32	1	3	1	2	20	0	line
33	1	3	1	0	18	0	line
34	1	3	1	2	27	0	line
35	1	3	1	1	26	0	line
36	1	3	1	0	27	0	line
37	1	3	1	1	17	0	line
38	1	3	1	3	30	0	line
39	1	3	1	2	29	0	line
40	1	3	1	0	31	0	line
41	1	3	1	2	18	0	line
42	1	3	1	3	24	0	line
43	1	3	1	1	28	0	line
44	1	3	1	0	23	0	line
45	1	3	1	-1	-1	0	none
46	1	3	1	3	19	0	line
47	1	3	1	2	23	0	line
48	1	3	1	3	26	0	line
49	1	3	1	0	19	0	line
50	1	3	1	1	21	0	line
51	1	3	1	2	25	0	line
52	1	3	1	1	22	0	line
53	1	3	1	0	29	0	line
54	1	3	1	0	25	0	line
55	1	3	1	3	20	0	line
56	1	3	1	-1	-1	0	none
57	1	3	1	1	24	0	line
58	1	3	1	3	23	0	line
59	1	3	1	0	21	0	line
60	1	3	1	2	19	0	line
61	1	3	1	3	22	0	line
62	1	3	1	2	26	0	line
63	1	3	1	0	17	0	line
64	1	3	1	3	16	0	line
65	1	3	1	2	21	0	line
66	1	3	1	1	18	0	line
67	1	3	1	1	25	0	line
0	2	3	1	0	40	0	line
1	2	3	1	3	34	0	line
2	2	3	1	3	43	0	line
3	2	3	1	0	44	0	line
4	2	3	1	1	47	0	line
5	2	3	1	1	36	0	line
6	2	3	1	1	45	0	line
7	2	3	1	0	36	0	line
8	2	3	1	3	45	0	line
9	2	3	1	2	33	0	line
10	2	3	1	2	46	0	line
11	2	3	1	-1	-1	0	none
12	2	3	1	0	32	0	line
13	2	3	1	2	44	0	line
14	2	3	1	1	32	0	line
15	2	3	1	0	46	0	line
16	2	3	1	3	47	0	line
17	2	3	1	2	47	0	line
18	2	3	1	1	43	0	line
19	2	3	1	2	38	0	line
20	2	3	1	2	32	0	line
21	2	3	1	3	41	0	line
22	2	3	1	-1	-1	0	none
23	2	3	1	1	46	0	line
24	2	3	1	0	42	0	line
25	2	3	1	3	33	0	line
26	2	3	1	2	40	0	line
27	2	3	1	3	44	0	line
28	2	3	1	0	38	0	line
29	2	3	1	1	35	0	line
30	2	3	1	1	39	0	line
31	2	3	1	3	37	0	line
32	2	3	1	2	36	0	line
33	2	3	1	0	34	0	line
34	2	3	1	2	43	0	line
35	2	3	1	1	42	0	line
36	2	3	1	0	43	0	line
37	2	3	1	1	33	0	line
38	2	3	1	3	46	0	line
39	2	3	1	2	45	0	line
40	2	3	1	0	47	0	line
41	2	3	1	2	34	0	line
42	2	3	1	3	40	0	line
43	2	3	1	1	44	0	line
44	2	3	1	0	39	0	line
45	2	3	1	-1	-1	0	none
46	2	3	1	3	35	0	line
47	2	3	1	2	39	0	line
48	2	3	1	3	42	0	line
49	2	3	1	0	35	0	line
50	2	3	1	1	37	0	line
51	2	3	1	2	41	0	line
52	2	3	1	1	38	0	line
53	2	3	1	0	45	0	line
54	2	3	1	0	41	0	line
55	2	3	1	3	36	0	line
56	2	3	1	-1	-1	0	none
57	2	3	1	1	40	0	line
58	2	3	1	3	39	0	line
59	2	3	1	0	37	0	line
60	2	3	1	2	35	0	line
61	2	3	1	3	38	0	line
62	2	3	1	2	42	0	line
63	2	3	1	0	33	0	line
64	2	3	1	3	32	0	line
65	2	3	1	2	37	0	line
66	2	3	1	1	34	0	line
67	2	3	1	1	41	0	line
0	3	3	1	0	56	0	line
1	3	3	1	3	50	0	line
2	3	3	1	3	59	0	line
3	3	3	1	0	60	0	line
4	3	3	1	1	63	0	line
5	3	3	1	1	52	0	line
6	3	3	1	1	61	0	line
7	3	3	1	0	52	0	line
8	3	3	1	3	61	0	line
9	3	3	1	2	49	0	line
10	3	3	1	2	62	0	line
11	3	3	1	-1	-1	0	none
12	3	3	1	0	48	0	line
13	3	3	1	2	60	0	line
14	3	3	1	1	48	0	line
15	3	3	1	0	62	0	line
16	3	3	1	3	63	0	line
17	3	3	1	2	63	0	line
18	3	3	1	1	59	0	line
19	3	3	1	2	54	0	line
20	3	3	1	2	48	0	line
21	3	3	1	3	57	0	line
22	3	3	1	-1	-1	0	none
23	3	3	1	1	62	0	line
24	3	3	1	0	58	0	line
25	3	3	1	3	49	0	line
26	3	3	1	2	56	0	line
27	3	3	1	3	60	0	line
28	3	3	1	0	54	0	line
29	3	3	1	1	51	0	line
30	3	3	1	1	55	0	line
31	3	3	1	3	53	0	line
32	3	3	1	2	52	0	line
33	3	3	1	0	50	0	line
34	3	3	1	2	59	0	line
35	3	3	1	1	58	0	line
36	3	3	1	0	59	0	line
37	3	3	1	1	49	0	line
38	3	3	1	3	62	0	line
39	3	3	1	2	61	0	line
40	3	3	1	0	63	0	line
41	3	3	1	2	50	0	line
42	3	3	1	3	56	0	line
43	3	3	1	1	60	0	line
44	3	3	1	0	55	0	line
45	3	3	1	-1	-1	0	none
46	3	3	1	3	51	0	line
47	3	3	1	2	55	0	line
48	3	3	1	3	58	0	line
49	3	3	1	0	51	0	line
50	3	3	1	1	53	0	line
51	3	3	1	2	57	0	line
52	3	3	1	1	54	0	line
53	3	3	1	0	61	0	line
54	3	3	1	0	57	0	line
55	3	3	1	3	52	0	line
56	3	3	1	-1	-1	0	none
57	3	3	1	1	56	0	line
58	3	3	1	3	55	0	line
59	3	3	1	0	53	0	line
60	3	3	1	2	51	0	line
61	3	3	1	3	54	0	line
62	3	3	1	2	58	0	line
63	3	3	1	0	49	0	line
64	3	3	1	3	48	0	line
65	3	3	1	2	53	0	line
66	3	3	1	1	50	0	line
67	3	3	1	1	57	0	line
#chan	aget	asad	cobo	row	col	detector	psa
#dssd
0	1	0	2	1	0	1000	dssdbasic
1	1	0	2	0	31	2000	dssdbasic
2	1	0	2	1	1	3000	dssdbasic
3	1	0	2	0	30	4000	dssdbasic
4	1	0	2	1	2	5000	dssdbasic
5	1	0	2	0	29	6000	dssdbasic
6	1	0	2	1	3	7000	dssdbasic
7	1	0	2	0	28	8000	dssdbasic
8	1	0	2	1	4	9000	dssdbasic
9	1	0	2	0	27	10000	dssdbasic
10	1	0	2	1	5	11000	dssdbasic
11	1	0	2	0	26	12000	dssdbasic
12	1	0	2	1	6	13000	dssdbasic
13	1	0	2	0	25	14000	dssdbasic
14	1	0	2	1	7	15000	dssdbasic
15	1	0	2	0	24	16000	dssdbasic
16	1	0	2	1	8	17000	dssdbasic
17	1	0	2	0	23	18000	dssdbasic
18	1	0	2	1	9	19000	dssdbasic
19	1	0	2	0	22	20000	dssdbasic
20	1	0	2	1	10	21000	dssdbasic
21	1	0	2	0	21	22000	dssdbasic
22	1	0	2	1	11	23000	dssdbasic
23	1	0	2	0	20	24000	dssdbasic
24	1	0	2	1	12	25000	dssdbasic
25	1	0	2	0	19	26000	dssdbasic
26	1	0	2	1	13	27000	dssdbasic
27	1	0	2	0	18	28000	dssdbasic
28      1	0	2	1	14	29000	dssdbasic
29      1	0	2	0	17	30000	dssdbasic
30	0	0	2	1	15	31000	dssdbasic
31	0	0	2	0	16	32000	dssdbasic
32	0	0	2	1	16	33000	dssdbasic
33	0	0	2	0	15	34000	dssdbasic
34	0	0	2	1	17	35000	dssdbasic
35	0	0	2	0	14	36000	dssdbasic
36	0	0	2	1	18	37000	dssdbasic
37	0	0	2	0	13	38000	dssdbasic
38	0	0	2	1	19	39000	dssdbasic
39	0	0	2	0	12	40000	dssdbasic
40	0	0	2	1	20	41000	dssdbasic
41	0	0	2	0	11	42000	dssdbasic
42	0	0	2	1	21	43000	dssdbasic
43	0	0	2	0	10	44000	dssdbasic
44	0	0	2	1	22	45000	dssdbasic
45	0	0	2	0	9	46000	dssdbasic
46	0	0	2	1	23	47000	dssdbasic
47	0	0	2	0	8	48000	dssdbasic
48	0	0	2	1	24	49000	dssdbasic
49	0	0	2	0	7	50000	dssdbasic
50	0	0	2	1	25	51000	dssdbasic
51	0	0	2	0	6	52000	dssdbasic
52	0	0	2	1	26	53000	dssdbasic
53	0	0	2	0	5	54000	dssdbasic
54	0	0	2	1	27	55000	dssdbasic
55	0	0	2	0	4	56000	dssdbasic
56	0	0	2	1	28	57000	dssdbasic
57	0	0	2	0	3	58000	dssdbasic
58	0	0	2	1	29	59000	dssdbasic
59	0	0	2	0	2	60000	dssdbasic
60	0	0	2	1	30	61000	dssdbasic
61	0	0	2	0	1	62000	dssdbasic
62	0	0	2	1	31	63000	dssdbasic
63	0	0	2	0	0	64000	dssdbasic
#chan	aget	asad	cobo	row	col	detector	psa
#si-wall
0	0	1	2	0	1	1	dssdbasic
1	0	1	2	0	2	2	dssdbasic
2	0	1	2	0	3	3	dssdbasic
3	0	1	2	0	4	4	dssdbasic
4	0	1	2	0	5	5	dssdbasic
5	0	1	2	0	6	6	dssdbasic	
6	0	1	2	0	7	7	dssdbasic
7	0	1	2	0	8	8	dssdbasic
8	0	1	2	0	9	9	dssdbasic
9	0	1	2	0	10	10	dssdbasic
10	0	1	2	1	0	11	dssdbasic
12	0	1	2	1	1	12	dssdbasic
13	0	1	2	1	2	13	dssdbasic
14	0	1	2	1	3	14	dssdbasic
15	0	1	2	1	4	15	dssdbasic
16	0	1	2	1	5	16	dssdbasic
17	0	1	2	1	6	17	dssdbasic
18	0	1	2	1	7	18	dssdbasic
19	0	1	2	1	8	19	dssdbasic
20	0	1	2	1	9	20	dssdbasic
21	0	1	2	1	10	21	dssdbasic
23	0	1	2	1	11	22	dssdbasic
24	0	1	2	2	0	23	dssdbasic
25	0	1	2	2	1	24	dssdbasic
26	0	1	2	2	2	25	dssdbasic
27	0	1	2	2	3	26	dssdbasic
28	0	1	2	2	4	27	dssdbasic
29	0	1	2	2	5	28	dssdbasic
30	0	1	2	2	6	29	dssdbasic
31	0	1	2	2	7	30	dssdbasic
32	0	1	2	2	8	31	dssdbasic
33	0	1	2	2	9	32	dssdbasic 
34	0	1	2	0	1	101	dssdbasic
35	0	1	2	0	2	102	dssdbasic
36	0	1	2	0	3	103	dssdbasic
37	0	1	2	0	4	104	dssdbasic
38	0	1	2	0	5	105	dssdbasic
39	0	1	2	0	6	106	dssdbasic	
40	0	1	2	0	7	107	dssdbasic
41	0	1	2	0	8	108	dssdbasic
42	0	1	2	0	9	109	dssdbasic
43	0	1	2	0	10	120	dssdbasic
44	0	1	2	1	0	111	dssdbasic
46	0	1	2	1	1	112	dssdbasic
47	0	1	2	1	2	113	dssdbasic
48	0	1	2	1	3	114	dssdbasic
49	0	1	2	1	4	115	dssdbasic
50	0	1	2	1	5	116	dssdbasic
51	0	1	2	1	6	117	dssdbasic
52	0	1	2	1	7	118	dssdbasic
53	0	1	2	1	8	119	dssdbasic
54	0	1	2	1	9	120	dssdbasic
55	0	1	2	1	10	121	dssdbasic
57	0	1	2	1	11	122	dssdbasic
58	0	1	2	2	0	123	dssdbasic
59	0	1	2	2	1	124	dssdbasic
60	0	1	2	2	2	125	dssdbasic
61	0	1	2	2	3	126	dssdbasic
62	0	1	2	2	4	127	dssdbasic
63	0	1	2	2	5	128	dssdbasic
64	0	1	2	2	6	129	dssdbasic
65	0	1	2	2	7	130	dssdbasic
66	0	1	2	2	8	131	dssdbasic
67	0	1	2	2	9	132	dssdbasic
0	1	1	2	2	10	33	dssdbasic
1	1	1	2	2	11	34	dssdbasic
2	1	1	2	3	0	35	dssdbasic
3	1	1	2	3	1	36	dssdbasic
4	1	1	2	3	2	37	dssdbasic
5	1	1	2	3	3	38	dssdbasic
6	1	1	2	3	4	39	dssdbasic
7	1	1	2	3	5	40	dssdbasic
8	1	1	2	3	6	41	dssdbasic
9	1	1	2	3	7	42	dssdbasic
10	1	1	2	3	8	43	dssdbasic
12	1	1	2	3	9	44	dssdbasic
13	1	1	2	3	10	45	dssdbasic
14	1	1	2	3	11	46	dssdbasic
15	1	1	2	4	0	47	dssdbasic
16	1	1	2	4	1	48	dssdbasic
17	1	1	2	4	2	49	dssdbasic
18	1	1	2	4	3	50	dssdbasic
19	1	1	2	4	4	51	dssdbasic
20	1	1	2	4	5	52	dssdbasic
21	1	1	2	4	6	53	dssdbasic
23	1	1	2	4	7	54	dssdbasic
24	1	1	2	4	8	55	dssdbasic
25	1	1	2	4	9	56	dssdbasic
26	1	1	2	4	10	57	dssdbasic
27	1	1	2	4	11	58	dssdbasic
28	1	1	2	5	0	59	dssdbasic
29	1	1	2	5	1	60	dssdbasic
30	1	1	2	5	2	61	dssdbasic
31	1	1	2	5	3	62	dssdbasic
32	1	1	2	5	4	63	dssdbasic
33	1	1	2	5	5	64	dssdbasic
34	1	1	2	2	10	133	dssdbasic
35	1	1	2	2	11	134	dssdbasic
36	1	1	2	3	0	135	dssdbasic
37	1	1	2	3	1	136	dssdbasic
38	1	1	2	3	2	137	dssdbasic
39	1	1	2	3	3	138	dssdbasic
40	1	1	2	3	4	139	dssdbasic
41	1	1	2	3	5	140	dssdbasic
42	1	1	2	3	6	141	dssdbasic
43	1	1	2	3	7	142	dssdbasic
44	1	1	2	3	8	143	dssdbasic
46	1	1	2	3	9	144	dssdbasic
47	1	1	2	3	10	145	dssdbasic
48	1	1	2	3	11	146	dssdbasic
49	1	1	2	4	0	147	dssdbasic
50	1	1	2	4	1	148	dssdbasic
51	1	1	2	4	2	149	dssdbasic
52	1	1	2	4	3	150	dssdbasic
53	1	1	2	4	4	151	dssdbasic
54	1	1	2	4	5	152	dssdbasic
55	1	1	2	4	6	153	dssdbasic
57	1	1	2	4	7	154	dssdbasic
58	1	1	2	4	8	155	dssdbasic
59	1	1	2	4	9	156	dssdbasic
60	1	1	2	4	10	157	dssdbasic
61	1	1	2	4	11	158	dssdbasic
62	1	1	2	5	0	159	dssdbasic
63	1	1	2	5	1	160	dssdbasic
64	1	1	2	5	2	161	dssdbasic
65	1	1	2	5	3	162	dssdbasic
66	1	1	2	5	4	163	dssdbasic
67	1	1	2	5	5	164	dssdbasic
0	2	1	2	5	6	65	dssdbasic
1	2	1	2	5	7	66	dssdbasic
2	2	1	2	5	8	67	dssdbasic
3	2	1	2	5	9	68	dssdbasic
4	2	1	2	5	10	69	dssdbasic
5	2	1	2	5	11	70	dssdbasic
6	2	1	2	6	1	71	dssdbasic
7	2	1	2	6	2	72	dssdbasic
8	2	1	2	6	3	73	dssdbasic
9	2	1	2	6	4	74	dssdbasic
10	2	1	2	6	5	75	dssdbasic
12	2	1	2	6	6	76	dssdbasic
13	2	1	2	6	7	77	dssdbasic
14	2	1	2	6	8	78	dssdbasic
15	2	1	2	6	9	79	dssdbasic
16	2	1	2	6	10	80	dssdbasic
17	2	1	2	5	6	165	dssdbasic
18	2	1	2	5	7	166	dssdbasic
19	2	1	2	5	8	167	dssdbasic
20	2	1	2	5	9	168	dssdbasic
21	2	1	2	5	10	169	dssdbasic
23	2	1	2	5	11	170	dssdbasic
24	2	1	2	6	1	171	dssdbasic
25	2	1	2	6	2	172	dssdbasic
26	2	1	2	6	3	173	dssdbasic
27	2	1	2	6	4	174	dssdbasic
28	2	1	2	6	5	175	dssdbasic
29	2	1	2	6	6	176	dssdbasic
30	2	1	2	6	7	177	dssdbasic
31	2	1	2	6	8	178	dssdbasic
32	2	1	2	6	9	179	dssdbasic
33	2	1	2	6	10	180	dssdbasic






























